,date,hour,desc
1456,2015-07-02,0,Clear
1457,2015-07-02,300,Clear
1458,2015-07-02,600,Sunny
1459,2015-07-02,900,Partly cloudy
1460,2015-07-02,1200,Partly cloudy
1461,2015-07-02,1500,Sunny
1462,2015-07-02,1800,Patchy rain possible
1463,2015-07-02,2100,Clear
1464,2015-07-03,0,Clear
1465,2015-07-03,300,Partly cloudy
1466,2015-07-03,600,Sunny
1467,2015-07-03,900,Sunny
1468,2015-07-03,1200,Patchy rain possible
1469,2015-07-03,1500,Patchy rain possible
1470,2015-07-03,1800,Patchy rain possible
1471,2015-07-03,2100,Clear
1472,2015-07-04,0,Patchy rain possible
1473,2015-07-04,300,Patchy rain possible
1474,2015-07-04,600,Sunny
1475,2015-07-04,900,Sunny
1476,2015-07-04,1200,Partly cloudy
1477,2015-07-04,1500,Patchy rain possible
1478,2015-07-04,1800,Patchy rain possible
1479,2015-07-04,2100,Clear
1480,2015-07-05,0,Clear
1481,2015-07-05,300,Clear
1482,2015-07-05,600,Sunny
1483,2015-07-05,900,Sunny
1484,2015-07-05,1200,Sunny
1485,2015-07-05,1500,Sunny
1486,2015-07-05,1800,Clear
1487,2015-07-05,2100,Clear
1488,2015-07-06,0,Clear
1489,2015-07-06,300,Clear
1490,2015-07-06,600,Sunny
1491,2015-07-06,900,Sunny
1492,2015-07-06,1200,Light rain shower
1493,2015-07-06,1500,Patchy rain possible
1494,2015-07-06,1800,Patchy rain possible
1495,2015-07-06,2100,Clear
1496,2015-07-07,0,Clear
1497,2015-07-07,300,Partly cloudy
1498,2015-07-07,600,Partly cloudy
1499,2015-07-07,900,Partly cloudy
1500,2015-07-07,1200,Light rain shower
1501,2015-07-07,1500,Patchy rain possible
1502,2015-07-07,1800,Patchy rain possible
1503,2015-07-07,2100,Partly cloudy
1504,2015-07-08,0,Clear
1505,2015-07-08,300,Partly cloudy
1506,2015-07-08,600,Partly cloudy
1507,2015-07-08,900,Patchy rain possible
1508,2015-07-08,1200,Patchy rain possible
1509,2015-07-08,1500,Light rain shower
1510,2015-07-08,1800,Patchy rain possible
1511,2015-07-08,2100,Clear
1512,2015-07-09,0,Clear
1513,2015-07-09,300,Patchy rain possible
1514,2015-07-09,600,Patchy rain possible
1515,2015-07-09,900,Sunny
1516,2015-07-09,1200,Sunny
1517,2015-07-09,1500,Sunny
1518,2015-07-09,1800,Clear
1519,2015-07-09,2100,Clear
1520,2015-07-10,0,Patchy rain possible
1521,2015-07-10,300,Patchy rain possible
1522,2015-07-10,600,Patchy rain possible
1523,2015-07-10,900,Sunny
1524,2015-07-10,1200,Sunny
1525,2015-07-10,1500,Partly cloudy
1526,2015-07-10,1800,Partly cloudy
1527,2015-07-10,2100,Partly cloudy
1528,2015-07-11,0,Partly cloudy
1529,2015-07-11,300,Patchy rain possible
1530,2015-07-11,600,Partly cloudy
1531,2015-07-11,900,Sunny
1532,2015-07-11,1200,Patchy rain possible
1533,2015-07-11,1500,Patchy rain possible
1534,2015-07-11,1800,Clear
1535,2015-07-11,2100,Clear
1536,2015-07-12,0,Partly cloudy
1537,2015-07-12,300,Partly cloudy
1538,2015-07-12,600,Sunny
1539,2015-07-12,900,Sunny
1540,2015-07-12,1200,Sunny
1541,2015-07-12,1500,Sunny
1542,2015-07-12,1800,Clear
1543,2015-07-12,2100,Clear
1544,2015-07-13,0,Clear
1545,2015-07-13,300,Patchy rain possible
1546,2015-07-13,600,Patchy rain possible
1547,2015-07-13,900,Sunny
1548,2015-07-13,1200,Patchy rain possible
1549,2015-07-13,1500,Moderate or heavy rain shower
1550,2015-07-13,1800,Patchy rain possible
1551,2015-07-13,2100,Clear
1552,2015-07-14,0,Partly cloudy
1553,2015-07-14,300,Patchy rain possible
1554,2015-07-14,600,Sunny
1555,2015-07-14,900,Patchy rain possible
1556,2015-07-14,1200,Light rain shower
1557,2015-07-14,1500,Patchy rain possible
1558,2015-07-14,1800,Patchy rain possible
1559,2015-07-14,2100,Clear
1560,2015-07-15,0,Partly cloudy
1561,2015-07-15,300,Patchy rain possible
1562,2015-07-15,600,Patchy rain possible
1563,2015-07-15,900,Partly cloudy
1564,2015-07-15,1200,Sunny
1565,2015-07-15,1500,Sunny
1566,2015-07-15,1800,Clear
1567,2015-07-15,2100,Clear
1568,2015-07-16,0,Clear
1569,2015-07-16,300,Clear
1570,2015-07-16,600,Sunny
1571,2015-07-16,900,Sunny
1572,2015-07-16,1200,Patchy rain possible
1573,2015-07-16,1500,Patchy rain possible
1574,2015-07-16,1800,Patchy rain possible
1575,2015-07-16,2100,Patchy rain possible
1576,2015-07-17,0,Patchy rain possible
1577,2015-07-17,300,Partly cloudy
1578,2015-07-17,600,Partly cloudy
1579,2015-07-17,900,Sunny
1580,2015-07-17,1200,Light rain shower
1581,2015-07-17,1500,Light rain shower
1582,2015-07-17,1800,Light rain shower
1583,2015-07-17,2100,Patchy rain possible
1584,2015-07-18,0,Patchy rain possible
1585,2015-07-18,300,Patchy rain possible
1586,2015-07-18,600,Sunny
1587,2015-07-18,900,Sunny
1588,2015-07-18,1200,Patchy rain possible
1589,2015-07-18,1500,Patchy rain possible
1590,2015-07-18,1800,Patchy rain possible
1591,2015-07-18,2100,Patchy rain possible
1592,2015-07-19,0,Patchy rain possible
1593,2015-07-19,300,Partly cloudy
1594,2015-07-19,600,Patchy rain possible
1595,2015-07-19,900,Patchy rain possible
1596,2015-07-19,1200,Light rain shower
1597,2015-07-19,1500,Patchy rain possible
1598,2015-07-19,1800,Clear
1599,2015-07-19,2100,Patchy rain possible
1600,2015-07-20,0,Patchy rain possible
1601,2015-07-20,300,Clear
1602,2015-07-20,600,Sunny
1603,2015-07-20,900,Sunny
1604,2015-07-20,1200,Partly cloudy
1605,2015-07-20,1500,Patchy rain possible
1606,2015-07-20,1800,Clear
1607,2015-07-20,2100,Clear
1608,2015-07-21,0,Clear
1609,2015-07-21,300,Mist
1610,2015-07-21,600,Patchy rain possible
1611,2015-07-21,900,Patchy rain possible
1612,2015-07-21,1200,Patchy rain possible
1613,2015-07-21,1500,Patchy rain possible
1614,2015-07-21,1800,Patchy rain possible
1615,2015-07-21,2100,Patchy rain possible
1616,2015-07-22,0,Clear
1617,2015-07-22,300,Clear
1618,2015-07-22,600,Sunny
1619,2015-07-22,900,Sunny
1620,2015-07-22,1200,Partly cloudy
1621,2015-07-22,1500,Light rain shower
1622,2015-07-22,1800,Patchy rain possible
1623,2015-07-22,2100,Patchy rain possible
1624,2015-07-23,0,Clear
1625,2015-07-23,300,Clear
1626,2015-07-23,600,Patchy rain possible
1627,2015-07-23,900,Sunny
1628,2015-07-23,1200,Light rain shower
1629,2015-07-23,1500,Patchy rain possible
1630,2015-07-23,1800,Patchy rain possible
1631,2015-07-23,2100,Clear
1632,2015-07-24,0,Clear
1633,2015-07-24,300,Clear
1634,2015-07-24,600,Sunny
1635,2015-07-24,900,Sunny
1636,2015-07-24,1200,Sunny
1637,2015-07-24,1500,Moderate or heavy rain shower
1638,2015-07-24,1800,Patchy rain possible
1639,2015-07-24,2100,Patchy rain possible
1640,2015-07-25,0,Patchy rain possible
1641,2015-07-25,300,Patchy rain possible
1642,2015-07-25,600,Patchy rain possible
1643,2015-07-25,900,Patchy rain possible
1644,2015-07-25,1200,Patchy rain possible
1645,2015-07-25,1500,Moderate or heavy rain shower
1646,2015-07-25,1800,Moderate or heavy rain shower
1647,2015-07-25,2100,Clear
1648,2015-07-26,0,Clear
1649,2015-07-26,300,Clear
1650,2015-07-26,600,Patchy rain possible
1651,2015-07-26,900,Sunny
1652,2015-07-26,1200,Patchy rain possible
1653,2015-07-26,1500,Patchy rain possible
1654,2015-07-26,1800,Patchy rain possible
1655,2015-07-26,2100,Clear
1656,2015-07-27,0,Clear
1657,2015-07-27,300,Clear
1658,2015-07-27,600,Sunny
1659,2015-07-27,900,Sunny
1660,2015-07-27,1200,Partly cloudy
1661,2015-07-27,1500,Patchy rain possible
1662,2015-07-27,1800,Patchy rain possible
1663,2015-07-27,2100,Clear
1664,2015-07-28,0,Patchy rain possible
1665,2015-07-28,300,Patchy rain possible
1666,2015-07-28,600,Patchy rain possible
1667,2015-07-28,900,Partly cloudy
1668,2015-07-28,1200,Partly cloudy
1669,2015-07-28,1500,Light rain shower
1670,2015-07-28,1800,Patchy rain possible
1671,2015-07-28,2100,Clear
1672,2015-07-29,0,Clear
1673,2015-07-29,300,Clear
1674,2015-07-29,600,Sunny
1675,2015-07-29,900,Sunny
1676,2015-07-29,1200,Patchy rain possible
1677,2015-07-29,1500,Patchy rain possible
1678,2015-07-29,1800,Patchy rain possible
1679,2015-07-29,2100,Clear
1680,2015-07-30,0,Clear
1681,2015-07-30,300,Clear
1682,2015-07-30,600,Sunny
1683,2015-07-30,900,Sunny
1684,2015-07-30,1200,Light rain shower
1685,2015-07-30,1500,Patchy rain possible
1686,2015-07-30,1800,Patchy rain possible
1687,2015-07-30,2100,Clear
1688,2015-07-31,0,Clear
1689,2015-07-31,300,Clear
1690,2015-07-31,600,Sunny
1691,2015-07-31,900,Sunny
1692,2015-07-31,1200,Partly cloudy
1693,2015-07-31,1500,Light rain shower
1694,2015-07-31,1800,Light rain shower
1695,2015-07-31,2100,Patchy rain possible
1696,2015-08-01,0,Patchy rain possible
1697,2015-08-01,300,Clear
1698,2015-08-01,600,Sunny
1699,2015-08-01,900,Patchy rain possible
1700,2015-08-01,1200,Light rain shower
1701,2015-08-01,1500,Moderate or heavy rain shower
1702,2015-08-01,1800,Light rain shower
1703,2015-08-01,2100,Light rain shower
1704,2015-08-02,0,Light rain shower
1705,2015-08-02,300,Light rain shower
1706,2015-08-02,600,Light rain shower
1707,2015-08-02,900,Sunny
1708,2015-08-02,1200,Light rain shower
1709,2015-08-02,1500,Patchy rain possible
1710,2015-08-02,1800,Light rain shower
1711,2015-08-02,2100,Partly cloudy
1712,2015-08-03,0,Patchy rain possible
1713,2015-08-03,300,Light rain shower
1714,2015-08-03,600,Light rain shower
1715,2015-08-03,900,Patchy rain possible
1716,2015-08-03,1200,Light rain shower
1717,2015-08-03,1500,Light rain shower
1718,2015-08-03,1800,Patchy rain possible
1719,2015-08-03,2100,Partly cloudy
1720,2015-08-04,0,Partly cloudy
1721,2015-08-04,300,Partly cloudy
1722,2015-08-04,600,Partly cloudy
1723,2015-08-04,900,Partly cloudy
1724,2015-08-04,1200,Sunny
1725,2015-08-04,1500,Patchy rain possible
1726,2015-08-04,1800,Patchy rain possible
1727,2015-08-04,2100,Clear
1728,2015-08-05,0,Clear
1729,2015-08-05,300,Partly cloudy
1730,2015-08-05,600,Sunny
1731,2015-08-05,900,Sunny
1732,2015-08-05,1200,Partly cloudy
1733,2015-08-05,1500,Patchy rain possible
1734,2015-08-05,1800,Patchy rain possible
1735,2015-08-05,2100,Patchy rain possible
1736,2015-08-06,0,Patchy rain possible
1737,2015-08-06,300,Partly cloudy
1738,2015-08-06,600,Partly cloudy
1739,2015-08-06,900,Partly cloudy
1740,2015-08-06,1200,Patchy rain possible
1741,2015-08-06,1500,Patchy rain possible
1742,2015-08-06,1800,Clear
1743,2015-08-06,2100,Patchy rain possible
1744,2015-08-07,0,Patchy rain possible
1745,2015-08-07,300,Mist
1746,2015-08-07,600,Partly cloudy
1747,2015-08-07,900,Sunny
1748,2015-08-07,1200,Patchy rain possible
1749,2015-08-07,1500,Patchy rain possible
1750,2015-08-07,1800,Patchy rain possible
1751,2015-08-07,2100,Clear
1752,2015-08-08,0,Partly cloudy
1753,2015-08-08,300,Patchy rain possible
1754,2015-08-08,600,Light rain shower
1755,2015-08-08,900,Light rain shower
1756,2015-08-08,1200,Patchy rain possible
1757,2015-08-08,1500,Patchy rain possible
1758,2015-08-08,1800,Partly cloudy
1759,2015-08-08,2100,Patchy rain possible
1760,2015-08-09,0,Patchy rain possible
1761,2015-08-09,300,Partly cloudy
1762,2015-08-09,600,Sunny
1763,2015-08-09,900,Sunny
1764,2015-08-09,1200,Partly cloudy
1765,2015-08-09,1500,Patchy rain possible
1766,2015-08-09,1800,Patchy rain possible
1767,2015-08-09,2100,Clear
1768,2015-08-10,0,Clear
1769,2015-08-10,300,Clear
1770,2015-08-10,600,Sunny
1771,2015-08-10,900,Partly cloudy
1772,2015-08-10,1200,Light rain shower
1773,2015-08-10,1500,Light rain shower
1774,2015-08-10,1800,Light rain shower
1775,2015-08-10,2100,Patchy rain possible
1776,2015-08-11,0,Light rain shower
1777,2015-08-11,300,Light rain shower
1778,2015-08-11,600,Light rain shower
1779,2015-08-11,900,Light rain shower
1780,2015-08-11,1200,Partly cloudy
1781,2015-08-11,1500,Light rain shower
1782,2015-08-11,1800,Patchy rain possible
1783,2015-08-11,2100,Light rain shower
1784,2015-08-12,0,Light rain shower
1785,2015-08-12,300,Cloudy
1786,2015-08-12,600,Patchy rain possible
1787,2015-08-12,900,Patchy rain possible
1788,2015-08-12,1200,Light rain shower
1789,2015-08-12,1500,Moderate or heavy rain shower
1790,2015-08-12,1800,Moderate or heavy rain shower
1791,2015-08-12,2100,Partly cloudy
1792,2015-08-13,0,Patchy rain possible
1793,2015-08-13,300,Partly cloudy
1794,2015-08-13,600,Partly cloudy
1795,2015-08-13,900,Patchy rain possible
1796,2015-08-13,1200,Moderate or heavy rain shower
1797,2015-08-13,1500,Patchy rain possible
1798,2015-08-13,1800,Moderate or heavy rain shower
1799,2015-08-13,2100,Patchy rain possible
1800,2015-08-14,0,Light rain shower
1801,2015-08-14,300,Partly cloudy
1802,2015-08-14,600,Partly cloudy
1803,2015-08-14,900,Patchy rain possible
1804,2015-08-14,1200,Light rain shower
1805,2015-08-14,1500,Moderate or heavy rain shower
1806,2015-08-14,1800,Patchy rain possible
1807,2015-08-14,2100,Clear
1808,2015-08-15,0,Clear
1809,2015-08-15,300,Clear
1810,2015-08-15,600,Sunny
1811,2015-08-15,900,Sunny
1812,2015-08-15,1200,Light rain shower
1813,2015-08-15,1500,Moderate or heavy rain shower
1814,2015-08-15,1800,Patchy rain possible
1815,2015-08-15,2100,Partly cloudy
1816,2015-08-16,0,Clear
1817,2015-08-16,300,Patchy rain possible
1818,2015-08-16,600,Moderate or heavy rain shower
1819,2015-08-16,900,Partly cloudy
1820,2015-08-16,1200,Light rain shower
1821,2015-08-16,1500,Moderate or heavy rain shower
1822,2015-08-16,1800,Patchy rain possible
1823,2015-08-16,2100,Patchy rain possible
1824,2015-08-17,0,Patchy rain possible
1825,2015-08-17,300,Patchy rain possible
1826,2015-08-17,600,Patchy rain possible
1827,2015-08-17,900,Patchy rain possible
1828,2015-08-17,1200,Light rain shower
1829,2015-08-17,1500,Light rain shower
1830,2015-08-17,1800,Patchy rain possible
1831,2015-08-17,2100,Clear
1832,2015-08-18,0,Clear
1833,2015-08-18,300,Clear
1834,2015-08-18,600,Sunny
1835,2015-08-18,900,Sunny
1836,2015-08-18,1200,Patchy rain possible
1837,2015-08-18,1500,Light rain shower
1838,2015-08-18,1800,Patchy rain possible
1839,2015-08-18,2100,Clear
1840,2015-08-19,0,Partly cloudy
1841,2015-08-19,300,Clear
1842,2015-08-19,600,Sunny
1843,2015-08-19,900,Partly cloudy
1844,2015-08-19,1200,Light rain shower
1845,2015-08-19,1500,Moderate or heavy rain shower
1846,2015-08-19,1800,Patchy rain possible
1847,2015-08-19,2100,Partly cloudy
1848,2015-08-20,0,Partly cloudy
1849,2015-08-20,300,Partly cloudy
1850,2015-08-20,600,Patchy rain possible
1851,2015-08-20,900,Partly cloudy
1852,2015-08-20,1200,Light rain shower
1853,2015-08-20,1500,Patchy rain possible
1854,2015-08-20,1800,Patchy rain possible
1855,2015-08-20,2100,Clear
1856,2015-08-21,0,Clear
1857,2015-08-21,300,Clear
1858,2015-08-21,600,Sunny
1859,2015-08-21,900,Partly cloudy
1860,2015-08-21,1200,Patchy rain possible
1861,2015-08-21,1500,Patchy rain possible
1862,2015-08-21,1800,Clear
1863,2015-08-21,2100,Clear
1864,2015-08-22,0,Clear
1865,2015-08-22,300,Clear
1866,2015-08-22,600,Sunny
1867,2015-08-22,900,Sunny
1868,2015-08-22,1200,Partly cloudy
1869,2015-08-22,1500,Patchy rain possible
1870,2015-08-22,1800,Clear
1871,2015-08-22,2100,Clear
1872,2015-08-23,0,Patchy rain possible
1873,2015-08-23,300,Clear
1874,2015-08-23,600,Sunny
1875,2015-08-23,900,Partly cloudy
1876,2015-08-23,1200,Patchy rain possible
1877,2015-08-23,1500,Light rain shower
1878,2015-08-23,1800,Patchy rain possible
1879,2015-08-23,2100,Patchy rain possible
1880,2015-08-24,0,Moderate or heavy rain shower
1881,2015-08-24,300,Moderate or heavy rain shower
1882,2015-08-24,600,Partly cloudy
1883,2015-08-24,900,Patchy rain possible
1884,2015-08-24,1200,Light rain shower
1885,2015-08-24,1500,Light rain shower
1886,2015-08-24,1800,Moderate or heavy rain shower
1887,2015-08-24,2100,Partly cloudy
1888,2015-08-25,0,Patchy light drizzle
1889,2015-08-25,300,Patchy rain possible
1890,2015-08-25,600,Patchy rain possible
1891,2015-08-25,900,Partly cloudy
1892,2015-08-25,1200,Patchy rain possible
1893,2015-08-25,1500,Light rain shower
1894,2015-08-25,1800,Patchy rain possible
1895,2015-08-25,2100,Light rain shower
1896,2015-08-26,0,Patchy rain possible
1897,2015-08-26,300,Patchy rain possible
1898,2015-08-26,600,Sunny
1899,2015-08-26,900,Partly cloudy
1900,2015-08-26,1200,Patchy rain possible
1901,2015-08-26,1500,Light rain shower
1902,2015-08-26,1800,Moderate or heavy rain shower
1903,2015-08-26,2100,Patchy rain possible
1904,2015-08-27,0,Patchy rain possible
1905,2015-08-27,300,Patchy rain possible
1906,2015-08-27,600,Patchy rain possible
1907,2015-08-27,900,Partly cloudy
1908,2015-08-27,1200,Patchy rain possible
1909,2015-08-27,1500,Light rain shower
1910,2015-08-27,1800,Patchy rain possible
1911,2015-08-27,2100,Clear
1912,2015-08-28,0,Clear
1913,2015-08-28,300,Clear
1914,2015-08-28,600,Sunny
1915,2015-08-28,900,Sunny
1916,2015-08-28,1200,Partly cloudy
1917,2015-08-28,1500,Patchy rain possible
1918,2015-08-28,1800,Light rain shower
1919,2015-08-28,2100,Partly cloudy
1920,2015-08-29,0,Clear
1921,2015-08-29,300,Clear
1922,2015-08-29,600,Sunny
1923,2015-08-29,900,Sunny
1924,2015-08-29,1200,Partly cloudy
1925,2015-08-29,1500,Light rain shower
1926,2015-08-29,1800,Moderate or heavy rain shower
1927,2015-08-29,2100,Clear
1928,2015-08-30,0,Patchy rain possible
1929,2015-08-30,300,Clear
1930,2015-08-30,600,Sunny
1931,2015-08-30,900,Patchy rain possible
1932,2015-08-30,1200,Light rain shower
1933,2015-08-30,1500,Patchy rain possible
1934,2015-08-30,1800,Patchy rain possible
1935,2015-08-30,2100,Clear
1936,2015-09-01,0,Clear
1937,2015-09-01,300,Clear
1938,2015-09-01,600,Sunny
1939,2015-09-01,900,Sunny
1940,2015-09-01,1200,Partly cloudy
1941,2015-09-01,1500,Heavy rain at times
1942,2015-09-01,1800,Patchy rain possible
1943,2015-09-01,2100,Moderate rain at times
1944,2015-10-01,0,Light rain shower
1945,2015-10-01,300,Light rain shower
1946,2015-10-01,600,Light rain shower
1947,2015-10-01,900,Light rain shower
1948,2015-10-01,1200,Light rain shower
1949,2015-10-01,1500,Moderate or heavy rain shower
1950,2015-10-01,1800,Moderate or heavy rain shower
1951,2015-10-01,2100,Moderate or heavy rain shower
1952,2015-10-02,0,Moderate or heavy rain shower
1953,2015-10-02,300,Partly cloudy
1954,2015-10-02,600,Patchy rain possible
1955,2015-10-02,900,Patchy rain possible
1956,2015-10-02,1200,Light rain shower
1957,2015-10-02,1500,Patchy rain possible
1958,2015-10-02,1800,Patchy rain possible
1959,2015-10-02,2100,Partly cloudy
1960,2015-10-03,0,Partly cloudy
1961,2015-10-03,300,Partly cloudy
1962,2015-10-03,600,Sunny
1963,2015-10-03,900,Sunny
1964,2015-10-03,1200,Patchy rain possible
1965,2015-10-03,1500,Patchy rain possible
1966,2015-10-03,1800,Patchy rain possible
1967,2015-10-03,2100,Patchy rain possible
1968,2015-10-04,0,Patchy rain possible
1969,2015-10-04,300,Patchy rain possible
1970,2015-10-04,600,Patchy rain possible
1971,2015-10-04,900,Sunny
1972,2015-10-04,1200,Partly cloudy
1973,2015-10-04,1500,Light rain shower
1974,2015-10-04,1800,Patchy rain possible
1975,2015-10-04,2100,Clear
1976,2015-10-05,0,Clear
1977,2015-10-05,300,Clear
1978,2015-10-05,600,Sunny
1979,2015-10-05,900,Sunny
1980,2015-10-05,1200,Light rain shower
1981,2015-10-05,1500,Patchy rain possible
1982,2015-10-05,1800,Patchy rain possible
1983,2015-10-05,2100,Patchy rain possible
1984,2015-10-06,0,Patchy rain possible
1985,2015-10-06,300,Patchy rain possible
1986,2015-10-06,600,Moderate or heavy rain shower
1987,2015-10-06,900,Moderate or heavy rain shower
1988,2015-10-06,1200,Partly cloudy
1989,2015-10-06,1500,Moderate or heavy rain shower
1990,2015-10-06,1800,Patchy rain possible
1991,2015-10-06,2100,Patchy rain possible
1992,2015-10-07,0,Patchy rain possible
1993,2015-10-07,300,Clear
1994,2015-10-07,600,Sunny
1995,2015-10-07,900,Patchy rain possible
1996,2015-10-07,1200,Patchy rain possible
1997,2015-10-07,1500,Moderate or heavy rain shower
1998,2015-10-07,1800,Moderate or heavy rain shower
1999,2015-10-07,2100,Clear
2000,2015-10-08,0,Patchy rain possible
2001,2015-10-08,300,Patchy rain possible
2002,2015-10-08,600,Patchy rain possible
2003,2015-10-08,900,Patchy rain possible
2004,2015-10-08,1200,Light rain shower
2005,2015-10-08,1500,Moderate or heavy rain shower
2006,2015-10-08,1800,Moderate or heavy rain shower
2007,2015-10-08,2100,Clear
2008,2015-10-09,0,Patchy rain possible
2009,2015-10-09,300,Patchy rain possible
2010,2015-10-09,600,Patchy rain possible
2011,2015-10-09,900,Sunny
2012,2015-10-09,1200,Light rain shower
2013,2015-10-09,1500,Patchy rain possible
2014,2015-10-09,1800,Patchy rain possible
2015,2015-10-09,2100,Clear
2016,2015-10-10,0,Clear
2017,2015-10-10,300,Clear
2018,2015-10-10,600,Sunny
2019,2015-10-10,900,Sunny
2020,2015-10-10,1200,Partly cloudy
2021,2015-10-10,1500,Patchy rain possible
2022,2015-10-10,1800,Patchy rain possible
2023,2015-10-10,2100,Clear
2024,2015-10-11,0,Partly cloudy
2025,2015-10-11,300,Partly cloudy
2026,2015-10-11,600,Partly cloudy
2027,2015-10-11,900,Partly cloudy
2028,2015-10-11,1200,Patchy rain possible
2029,2015-10-11,1500,Moderate or heavy rain shower
2030,2015-10-11,1800,Patchy rain possible
2031,2015-10-11,2100,Partly cloudy
2032,2015-10-12,0,Clear
2033,2015-10-12,300,Clear
2034,2015-10-12,600,Sunny
2035,2015-10-12,900,Sunny
2036,2015-10-12,1200,Patchy rain possible
2037,2015-10-12,1500,Moderate or heavy rain shower
2038,2015-10-12,1800,Patchy rain possible
2039,2015-10-12,2100,Patchy rain possible
2040,2015-10-13,0,Patchy rain possible
2041,2015-10-13,300,Clear
2042,2015-10-13,600,Sunny
2043,2015-10-13,900,Sunny
2044,2015-10-13,1200,Light rain shower
2045,2015-10-13,1500,Moderate or heavy rain shower
2046,2015-10-13,1800,Moderate or heavy rain shower
2047,2015-10-13,2100,Patchy rain possible
2048,2015-10-14,0,Patchy rain possible
2049,2015-10-14,300,Clear
2050,2015-10-14,600,Sunny
2051,2015-10-14,900,Sunny
2052,2015-10-14,1200,Patchy rain possible
2053,2015-10-14,1500,Patchy rain possible
2054,2015-10-14,1800,Patchy rain possible
2055,2015-10-14,2100,Patchy rain possible
2056,2015-10-15,0,Patchy rain possible
2057,2015-10-15,300,Patchy rain possible
2058,2015-10-15,600,Patchy rain possible
2059,2015-10-15,900,Sunny
2060,2015-10-15,1200,Partly cloudy
2061,2015-10-15,1500,Patchy rain possible
2062,2015-10-15,1800,Patchy rain possible
2063,2015-10-15,2100,Clear
2064,2015-10-16,0,Clear
2065,2015-10-16,300,Clear
2066,2015-10-16,600,Sunny
2067,2015-10-16,900,Sunny
2068,2015-10-16,1200,Patchy rain possible
2069,2015-10-16,1500,Light rain shower
2070,2015-10-16,1800,Moderate or heavy rain shower
2071,2015-10-16,2100,Patchy rain possible
2072,2015-10-17,0,Light rain shower
2073,2015-10-17,300,Partly cloudy
2074,2015-10-17,600,Partly cloudy
2075,2015-10-17,900,Partly cloudy
2076,2015-10-17,1200,Partly cloudy
2077,2015-10-17,1500,Light rain shower
2078,2015-10-17,1800,Patchy rain possible
2079,2015-10-17,2100,Clear
2080,2015-10-18,0,Patchy rain possible
2081,2015-10-18,300,Partly cloudy
2082,2015-10-18,600,Sunny
2083,2015-10-18,900,Sunny
2084,2015-10-18,1200,Light rain shower
2085,2015-10-18,1500,Light rain shower
2086,2015-10-18,1800,Patchy rain possible
2087,2015-10-18,2100,Patchy rain possible
2088,2015-10-19,0,Patchy rain possible
2089,2015-10-19,300,Cloudy
2090,2015-10-19,600,Partly cloudy
2091,2015-10-19,900,Patchy rain possible
2092,2015-10-19,1200,Light rain shower
2093,2015-10-19,1500,Light rain shower
2094,2015-10-19,1800,Partly cloudy
2095,2015-10-19,2100,Clear
2096,2015-10-20,0,Clear
2097,2015-10-20,300,Clear
2098,2015-10-20,600,Sunny
2099,2015-10-20,900,Sunny
2100,2015-10-20,1200,Sunny
2101,2015-10-20,1500,Sunny
2102,2015-10-20,1800,Clear
2103,2015-10-20,2100,Clear
2104,2015-10-21,0,Clear
2105,2015-10-21,300,Clear
2106,2015-10-21,600,Sunny
2107,2015-10-21,900,Sunny
2108,2015-10-21,1200,Sunny
2109,2015-10-21,1500,Sunny
2110,2015-10-21,1800,Clear
2111,2015-10-21,2100,Clear
2112,2015-10-22,0,Clear
2113,2015-10-22,300,Clear
2114,2015-10-22,600,Sunny
2115,2015-10-22,900,Sunny
2116,2015-10-22,1200,Partly cloudy
2117,2015-10-22,1500,Partly cloudy
2118,2015-10-22,1800,Clear
2119,2015-10-22,2100,Clear
2120,2015-10-23,0,Clear
2121,2015-10-23,300,Clear
2122,2015-10-23,600,Sunny
2123,2015-10-23,900,Sunny
2124,2015-10-23,1200,Light rain shower
2125,2015-10-23,1500,Light rain shower
2126,2015-10-23,1800,Cloudy
2127,2015-10-23,2100,Cloudy
2128,2015-10-24,0,Cloudy
2129,2015-10-24,300,Cloudy
2130,2015-10-24,600,Cloudy
2131,2015-10-24,900,Cloudy
2132,2015-10-24,1200,Partly cloudy
2133,2015-10-24,1500,Moderate rain at times
2134,2015-10-24,1800,Patchy rain possible
2135,2015-10-24,2100,Patchy rain possible
2136,2015-10-25,0,Patchy rain possible
2137,2015-10-25,300,Patchy rain possible
2138,2015-10-25,600,Patchy rain possible
2139,2015-10-25,900,Patchy rain possible
2140,2015-10-25,1200,Partly cloudy
2141,2015-10-25,1500,Light rain shower
2142,2015-10-25,1800,Light rain shower
2143,2015-10-25,2100,Patchy rain possible
2144,2015-10-26,0,Patchy rain possible
2145,2015-10-26,300,Patchy rain possible
2146,2015-10-26,600,Patchy rain possible
2147,2015-10-26,900,Patchy rain possible
2148,2015-10-26,1200,Light rain shower
2149,2015-10-26,1500,Moderate or heavy rain shower
2150,2015-10-26,1800,Light rain shower
2151,2015-10-26,2100,Cloudy
2152,2015-10-27,0,Partly cloudy
2153,2015-10-27,300,Patchy rain possible
2154,2015-10-27,600,Patchy rain possible
2155,2015-10-27,900,Patchy rain possible
2156,2015-10-27,1200,Light rain shower
2157,2015-10-27,1500,Moderate or heavy rain shower
2158,2015-10-27,1800,Light rain shower
2159,2015-10-27,2100,Partly cloudy
2160,2015-10-28,0,Partly cloudy
2161,2015-10-28,300,Partly cloudy
2162,2015-10-28,600,Partly cloudy
