Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,latitude,longitude,Num_of_Baskets
2016-02-03,17:26:07,malay,male,fat,47.0,no,no_kids,small,blue,traditional,pink,long sleeve,brown,short,clothes,6,7,no,3.1100980724550396,101.65192558101808,3.0
2015-12-02,21:22:51,chinese,female,thin,32.0,yes,no_kids,big,brown,traditional,green,long sleeve,black,short,clothes,4,7,yes,3.1324332136520123,101.56512577744896,2.0
2016-01-06,19:50:42,foreigner ,female,thin,58.0,no,toddler ,big,black,casual,black ,long sleeve,blue,long,blankets,3,10,yes,3.058183068931065,101.65750259256998,3.0
2015-12-11,13:52:51,chinese,female,moderate,33.0,yes,no_kids,big,purple,casual,red,long sleeve,green,short,clothes,5,10,yes,3.1027145927465094,101.6168337415822,2.0
2016-01-02,23:33:14,foreigner ,female,thin,27.0,no,toddler,small,orange,casual,blue,long sleeve,blue_jeans,short,blankets,4,8,yes,3.1070453266980915,101.57269317524991,2.0
2015-12-29,13:00:21,chinese,female,moderate,43.0,yes,young,small,brown,casual,blue,short_sleeve,black,long,blankets,5,8,no,3.0659193629695807,101.5782343750543,3.0
2016-01-28,00:16:24,foreigner ,male,thin,30.0,no,toddler,small,pink,casual,red,short_sleeve,blue_jeans,short,blankets,4,10,yes,3.130394690692972,101.61261857129098,3.0
2016-02-05,02:09:04,chinese,male,thin,24.0,no,toddler ,small,red,formal,black ,long sleeve,grey,long,blankets,4,7,yes,3.093204145572072,101.56087715288345,3.0
2016-02-04,15:37:59,indian,female,moderate,29.0,yes,baby,small,black,casual,orange,short_sleeve,black,short,clothes,4,9,no,3.092591305537277,101.59735132458486,1.0
2016-02-16,19:24:25,chinese,female,thin,36.0,yes,toddler,big,yellow,casual,blue,long sleeve,purple,short,blankets,4,10,yes,3.1506981496176913,101.63228585666535,1.0
2016-02-22,04:33:19,chinese,female,thin,23.0,yes,no_kids,small,blue,formal,black ,short_sleeve,green,long,clothes,5,9,no,3.0788008788763173,101.57977704085236,2.0
2016-01-17,10:36:56,indian,male,fat,30.0,no,baby,big,red,casual,red,long sleeve,purple,short,clothes,3,10,no,3.133424368460943,101.62345824155057,2.0
2016-02-20,13:34:13,chinese,male,fat,19.0,no,no_kids,big,red,traditional,black,long sleeve,blue,short,clothes,3,9,yes,3.124450232651947,101.5678600431908,1.0
2016-01-06,11:08:25,malay,male,moderate,28.0,yes,toddler,big,white,formal,white,short_sleeve,blue  ,long,blankets,3,9,no,3.087443356324637,101.5595926765549,3.0
2016-02-10,09:21:26,malay,female,moderate,32.0,yes,young,big,orange,casual,black,short_sleeve,brown,short,blankets,6,7,no,3.1513929612064224,101.63939463971023,1.0
2016-01-23,02:21:46,malay,male,fat,36.0,yes,toddler,small,orange,casual,pink,short_sleeve,blue ,short,clothes,5,7,yes,3.1727446758244966,101.56538237074481,3.0
2016-02-09,03:24:13,indian,female,thin,47.0,no,no_kids,big,purple,formal,blue,short_sleeve,green,long,clothes,6,7,yes,3.170827340256374,101.65092222944295,1.0
2015-12-10,10:37:36,foreigner ,female,fat,25.0,no,toddler ,small,purple,traditional,black ,long sleeve,pink,short,blankets,6,10,yes,3.183122493019946,101.6364474000189,2.0
2015-12-16,07:20:01,foreigner ,female,moderate,28.0,no,baby,big,brown,casual,red,long sleeve,purple,short,clothes,4,10,no,3.084341474769845,101.58357607031162,1.0
2015-12-19,09:49:27,malay,male,thin,28.0,no,toddler,big,white,formal,purple,short_sleeve,blue  ,long,clothes,4,8,yes,3.1415322682125804,101.62633765319151,2.0
2015-12-30,23:35:04,malay,female,fat,58.0,yes,young,small,pink,traditional,grey,short_sleeve,grey,long,clothes,4,10,no,3.137784625063502,101.59269767507878,3.0
2016-01-23,10:43:16,foreigner ,female,thin,23.0,no,toddler,small,pink,casual,pink,short_sleeve,pink,long,clothes,3,7,yes,3.118899456042549,101.58738062984456,3.0
2016-01-30,14:44:03,foreigner ,female,fat,39.0,no,young,small,black,traditional,purple,short_sleeve,green,long,blankets,4,9,yes,3.1292461021985414,101.63588231918023,2.0
2016-01-12,16:49:54,foreigner ,female,moderate,48.0,yes,toddler ,small,brown,traditional,black,short_sleeve,white,short,clothes,6,7,yes,3.142940526743687,101.60087402251071,2.0
2016-02-21,11:33:14,indian,female,thin,35.0,no,young,big,black,formal,grey,long sleeve,white,long,blankets,6,8,yes,3.1195621174902173,101.63588400002732,3.0
2015-12-03,08:46:20,malay,female,fat,42.0,yes,no_kids,big,brown,casual,black ,short_sleeve,blue  ,short,clothes,5,8,yes,3.080338872644074,101.5791203997284,2.0
2015-12-30,15:58:29,chinese,female,moderate,24.0,yes,toddler ,big,grey,formal,brown,long sleeve,blue_jeans,short,clothes,6,7,no,3.114221504534302,101.60722183535361,1.0
2015-12-18,12:02:47,malay,female,moderate,44.0,no,no_kids,big,white,traditional,yellow,short_sleeve,orange,long,clothes,3,10,no,3.052201637564944,101.616265972304,2.0
2016-01-05,04:21:34,indian,male,moderate,37.0,yes,toddler,big,green,casual,black,short_sleeve,blue  ,long,blankets,5,10,yes,3.1051848361244754,101.61569262667835,3.0
2015-12-20,12:24:22,indian,female,fat,34.0,no,young,big,red,casual,brown,long sleeve,blue_jeans,short,clothes,5,10,no,3.171984478483418,101.59063745168845,2.0
2015-12-17,10:44:23,indian,female,moderate,36.0,yes,toddler,small,white,traditional,blue,long sleeve,white,long,blankets,3,7,no,3.0635386441810355,101.57759811588545,2.0
2015-12-24,23:57:01,foreigner ,female,moderate,48.0,yes,toddler ,small,brown,casual,blue,short_sleeve,red,short,clothes,3,7,yes,3.0902408051057737,101.64526202577244,1.0
2015-12-13,19:33:36,indian,female,moderate,29.0,no,baby,big,green,traditional,yellow,short_sleeve,blue  ,short,blankets,5,7,no,3.1228338030973823,101.65881764102512,1.0
2016-01-26,16:53:14,chinese,female,fat,32.0,yes,baby,big,black,formal,pink,long sleeve,blue  ,long,clothes,6,8,no,3.087350882689939,101.56340599032809,2.0
2016-02-05,03:18:53,indian,male,fat,53.0,no,toddler ,small,yellow,formal,blue,short_sleeve,brown,long,clothes,3,7,yes,3.0895219983938156,101.65856147411138,1.0
2015-12-21,17:50:09,indian,male,fat,49.0,no,baby,big,red,traditional,brown,short_sleeve,blue,short,blankets,5,10,yes,3.1489075410312246,101.65057576116143,1.0
2015-12-04,18:46:42,chinese,female,thin,32.0,yes,young,big,green,formal,blue,long sleeve,pink,short,blankets,6,10,yes,3.12898459440124,101.58468890782781,3.0
2016-02-20,13:43:04,indian,female,fat,40.0,no,baby,small,green,traditional,black ,long sleeve,black,long,blankets,4,10,no,3.1773070997888184,101.57992973368636,2.0
2016-01-14,05:43:11,foreigner ,female,thin,34.0,yes,no_kids,big,red,traditional,brown,short_sleeve,blue,short,clothes,6,8,no,3.102412854525335,101.58654535935548,3.0
2016-01-08,01:42:30,chinese,male,moderate,51.0,no,no_kids,big,white,casual,red,short_sleeve,white,short,clothes,6,9,yes,3.1355175553867616,101.59938102147757,3.0
2016-01-12,06:50:34,chinese,male,moderate,53.0,no,toddler,big,green,casual,orange,long sleeve,grey,long,blankets,5,10,yes,3.177666821441975,101.65596854407802,3.0
2016-02-13,03:25:35,chinese,female,fat,32.0,yes,toddler,small,pink,formal,grey,short_sleeve,purple,short,blankets,5,7,no,3.0620709311444463,101.65194270855676,1.0
2016-01-07,09:13:58,indian,female,fat,53.0,yes,toddler,big,purple,formal,purple,long sleeve,blue,long,clothes,4,8,yes,3.156284770930842,101.62969584148013,3.0
2016-01-10,03:23:14,indian,female,thin,45.0,no,no_kids,small,orange,casual,blue,short_sleeve,pink,short,clothes,5,7,yes,3.097799731283785,101.62631958530316,1.0
2015-12-28,05:04:46,indian,male,thin,46.0,yes,toddler ,big,white,casual,purple,short_sleeve,brown,short,blankets,3,7,no,3.1579874659178855,101.64185845960314,3.0
2015-12-05,17:20:08,indian,female,fat,46.0,yes,young,big,red,traditional,purple,long sleeve,orange,short,blankets,6,7,no,3.1573302211133436,101.58928876047123,2.0
2016-01-21,07:29:32,foreigner ,female,moderate,18.0,no,baby,big,red,traditional,purple,short_sleeve,green,long,blankets,3,9,yes,3.0739099780125407,101.61233448165962,3.0
2015-12-23,19:48:25,indian,male,moderate,50.0,yes,toddler,small,brown,formal,black,short_sleeve,blue_jeans,long,blankets,6,10,no,3.0832110658175065,101.63717832876704,2.0
2016-01-07,07:54:18,malay,male,moderate,36.0,yes,toddler ,big,grey,formal,green,long sleeve,green,short,clothes,6,10,no,3.055050196290872,101.60014307662975,3.0
2016-01-05,20:44:09,chinese,female,thin,22.0,yes,baby,big,purple,formal,green,long sleeve,red,long,clothes,4,9,yes,3.153676658177955,101.56462467843522,3.0
2015-12-31,14:35:16,indian,female,thin,49.0,no,no_kids,big,white,formal,purple,short_sleeve,orange,short,clothes,5,8,no,3.1413659374200553,101.58012612845911,1.0
2015-12-08,12:26:21,foreigner ,female,moderate,40.0,yes,toddler ,small,purple,traditional,orange,short_sleeve,brown,short,clothes,5,8,yes,3.0661669228420014,101.58803871523713,1.0
2016-02-27,06:45:54,malay,female,moderate,18.0,yes,baby,small,black,casual,grey,short_sleeve,black,long,blankets,5,10,no,3.0516457603009433,101.62121766403237,2.0
2016-02-27,17:59:11,indian,female,thin,21.0,yes,toddler ,big,brown,traditional,blue,short_sleeve,pink,long,clothes,5,8,no,3.093784742767011,101.65867644607093,3.0
2015-12-16,16:39:09,malay,female,fat,31.0,no,young,small,red,traditional,red,long sleeve,blue ,short,blankets,6,10,no,3.062195280068017,101.6484975865978,1.0
2015-12-11,01:51:03,indian,male,fat,55.0,yes,toddler,big,white,formal,black ,long sleeve,white,long,clothes,3,7,no,3.11596458401578,101.56845014689968,2.0
2015-12-20,17:27:17,indian,male,moderate,34.0,no,young,big,brown,casual,purple,short_sleeve,yellow,long,blankets,4,7,no,3.164095317080919,101.56776468701156,1.0
2016-02-16,16:21:36,chinese,male,moderate,44.0,no,toddler ,big,green,traditional,brown,short_sleeve,orange,long,blankets,5,8,yes,3.135840106855434,101.58158397706535,3.0
2016-01-26,10:08:03,malay,female,thin,28.0,no,no_kids,big,green,casual,orange,short_sleeve,green,short,clothes,6,10,yes,3.109401267286873,101.61534657980394,3.0
2015-12-19,19:47:07,chinese,male,fat,48.0,no,toddler ,small,purple,traditional,red,long sleeve,blue,short,clothes,5,7,yes,3.17263647833169,101.5856313607274,1.0
2016-02-10,20:41:23,chinese,female,thin,37.0,no,no_kids,big,blue,casual,brown,short_sleeve,blue ,short,clothes,5,7,no,3.101147071313004,101.57688507730377,2.0
2016-01-30,16:55:17,indian,male,fat,32.0,yes,baby,small,red,casual,black,short_sleeve,orange,short,blankets,6,7,no,3.0952243597389226,101.56928556536579,1.0
2015-12-25,15:44:33,foreigner ,female,moderate,29.0,no,young,small,green,traditional,grey,short_sleeve,brown,long,clothes,3,8,yes,3.1227006430470845,101.6139264277102,3.0
2016-01-02,17:34:05,chinese,male,thin,23.0,no,toddler ,big,purple,traditional,yellow,long sleeve,pink,short,clothes,3,9,no,3.1328183404594863,101.58005291039879,1.0
2016-01-09,02:01:48,malay,male,moderate,24.0,no,young,small,purple,traditional,black,long sleeve,black ,short,clothes,3,7,no,3.1071487459658655,101.56059441091546,3.0
2015-12-17,15:46:29,indian,male,thin,37.0,no,young,small,black,casual,red,long sleeve,black,long,blankets,5,9,yes,3.0544571218164096,101.58820103862699,3.0
2016-01-22,10:45:12,chinese,male,fat,26.0,no,young,big,blue,formal,black,long sleeve,black ,long,clothes,6,8,yes,3.114780020834647,101.62770147088524,1.0
2016-02-29,02:57:35,foreigner ,female,thin,24.0,no,toddler,small,yellow,casual,orange,short_sleeve,green,long,blankets,6,10,yes,3.1510004697285585,101.5977095121559,2.0
2016-02-19,10:14:01,indian,male,thin,40.0,yes,no_kids,big,black,formal,red,short_sleeve,green,long,blankets,5,9,no,3.150588309755126,101.63126825020258,3.0
2016-01-16,08:57:01,indian,female,thin,33.0,no,baby,big,brown,formal,yellow,short_sleeve,pink,long,blankets,4,7,no,3.1340413691395494,101.57091476228474,3.0
2016-02-23,00:25:37,indian,female,moderate,54.0,no,young,big,black,formal,black,short_sleeve,grey,long,clothes,6,9,no,3.0876481352744083,101.61131495739343,1.0
2015-12-24,13:02:24,foreigner ,female,thin,48.0,yes,baby,small,green,casual,black ,long sleeve,pink,long,blankets,3,8,no,3.1584262951544164,101.59786738948148,3.0
2015-12-16,04:33:28,indian,male,moderate,35.0,no,baby,big,brown,traditional,green,long sleeve,blue  ,long,blankets,3,10,yes,3.1790050172725617,101.62486149321089,2.0
2016-01-14,20:07:07,indian,female,moderate,44.0,no,no_kids,big,red,traditional,brown,short_sleeve,black,long,blankets,5,9,no,3.091116794473872,101.61415327475675,2.0
2016-02-22,08:39:23,indian,male,moderate,29.0,no,no_kids,big,black,formal,orange,short_sleeve,blue,short,clothes,4,9,no,3.0994509952086715,101.65025850979559,1.0
2016-01-25,09:16:53,chinese,male,fat,42.0,no,no_kids,big,black,casual,yellow,long sleeve,black,long,blankets,4,7,no,3.05554435223492,101.57990491996429,2.0
2015-12-28,16:17:12,foreigner ,female,moderate,25.0,no,toddler ,small,purple,traditional,yellow,short_sleeve,purple,short,blankets,3,10,no,3.062024234622995,101.6393036177672,3.0
2016-01-15,15:29:57,foreigner ,female,thin,58.0,no,no_kids,big,yellow,casual,white,short_sleeve,blue_jeans,long,blankets,4,9,yes,3.074725203367361,101.6328382689662,3.0
2016-02-20,11:45:59,malay,male,thin,49.0,yes,toddler,big,green,traditional,grey,short_sleeve,black ,short,clothes,4,10,yes,3.12451658020196,101.64183695791151,1.0
2016-02-26,22:35:24,foreigner ,female,fat,19.0,no,young,big,green,casual,orange,short_sleeve,orange,long,clothes,3,10,yes,3.182751970918811,101.57221324588922,2.0
2015-12-28,20:44:16,indian,female,thin,32.0,no,baby,small,yellow,traditional,brown,long sleeve,green,short,clothes,3,7,yes,3.06926089269278,101.62185552709514,1.0
2016-02-16,15:28:22,indian,male,thin,24.0,yes,toddler ,big,pink,casual,brown,short_sleeve,white,long,blankets,6,9,yes,3.053925996018986,101.64051880092136,3.0
2016-01-18,18:21:57,indian,female,fat,40.0,yes,young,small,orange,casual,black,short_sleeve,blue  ,long,clothes,3,9,yes,3.099661387382352,101.5974163567061,3.0
2016-02-26,15:57:33,indian,female,moderate,29.0,no,baby,small,pink,casual,red,short_sleeve,pink,short,blankets,6,9,yes,3.1259207960331885,101.591562085892,1.0
2015-12-06,20:36:44,indian,male,thin,55.0,no,toddler,small,yellow,formal,red,short_sleeve,brown,short,clothes,4,9,no,3.089393944862207,101.57743852539899,3.0
2015-12-29,11:56:40,indian,female,thin,39.0,yes,baby,small,purple,casual,orange,long sleeve,blue_jeans,long,clothes,3,8,yes,3.1456450199245816,101.6354920007171,2.0
2016-02-04,20:34:15,malay,female,fat,30.0,yes,no_kids,big,white,casual,brown,short_sleeve,orange,long,clothes,6,10,no,3.130766241242073,101.5806380788056,3.0
2016-02-07,07:21:00,chinese,male,moderate,23.0,no,young,small,blue,formal,purple,long sleeve,green,long,blankets,6,9,no,3.1424114137559576,101.57258631271081,3.0
2016-02-24,08:55:35,foreigner ,female,thin,40.0,no,toddler,small,brown,traditional,black ,long sleeve,grey,short,clothes,3,9,no,3.1670739431571286,101.6022975138524,1.0
2016-02-11,17:59:13,chinese,female,thin,28.0,no,baby,small,red,formal,red,short_sleeve,blue,long,clothes,3,10,yes,3.1129951828025133,101.57735396208004,3.0
2016-01-03,00:08:35,chinese,female,fat,26.0,no,no_kids,big,purple,formal,purple,long sleeve,white,short,clothes,4,8,no,3.1317618154989404,101.65778425515786,2.0
2016-01-18,06:16:32,indian,male,moderate,25.0,no,toddler,big,orange,traditional,black,long sleeve,red,long,blankets,6,9,no,3.1282126622652173,101.62351682688262,2.0
2016-02-28,11:49:03,chinese,male,thin,54.0,yes,toddler ,big,blue,formal,black,short_sleeve,red,long,clothes,6,10,yes,3.0878154665432844,101.58988900722694,1.0
2016-02-08,00:49:06,indian,female,thin,21.0,no,no_kids,small,yellow,formal,blue,long sleeve,blue  ,short,blankets,6,10,no,3.0754342358303415,101.60932968535035,3.0
2016-02-04,11:43:10,foreigner ,female,fat,25.0,yes,no_kids,big,white,traditional,white,short_sleeve,brown,long,blankets,4,8,yes,3.0689326267967396,101.6200289548931,2.0
2016-02-10,03:13:33,chinese,female,moderate,47.0,no,toddler ,small,blue,formal,red,short_sleeve,blue_jeans,long,blankets,6,8,no,3.111577296005518,101.62062948991853,1.0
2015-12-02,07:23:14,indian,male,thin,53.0,yes,baby,small,black,casual,purple,short_sleeve,blue,long,clothes,3,7,yes,3.0585510019760376,101.6473824189781,3.0
2015-12-02,18:13:15,chinese,female,moderate,48.0,no,young,big,brown,traditional,orange,long sleeve,blue  ,long,clothes,6,7,yes,3.099922371705836,101.57764061957464,2.0
2016-02-10,06:58:04,foreigner ,male,thin,38.0,yes,baby,big,blue,traditional,black ,short_sleeve,red,long,clothes,4,8,yes,3.1163443471416463,101.65209594766063,3.0
2015-12-26,05:36:18,chinese,female,fat,43.0,no,toddler ,small,red,formal,yellow,long sleeve,blue_jeans,long,clothes,6,7,yes,3.142347877717088,101.59135519920223,2.0
2016-02-16,08:24:10,foreigner ,male,fat,41.0,yes,toddler,small,blue,formal,green,long sleeve,blue ,short,blankets,4,8,yes,3.089878841778928,101.62443776295879,1.0
2016-01-20,22:10:06,chinese,male,thin,60.0,yes,young,big,yellow,traditional,green,short_sleeve,red,short,clothes,5,10,no,3.060981166910115,101.59396343544068,2.0
2015-12-28,21:42:28,chinese,male,thin,46.0,no,young,small,blue,formal,yellow,long sleeve,brown,short,blankets,6,8,yes,3.113373675179744,101.63465823279674,3.0
2016-01-13,03:24:24,chinese,female,thin,39.0,yes,toddler ,big,purple,formal,brown,long sleeve,orange,short,clothes,6,10,no,3.0927914379496464,101.6379164705827,2.0
2015-12-20,21:17:47,chinese,female,moderate,57.0,yes,toddler,small,black,traditional,pink,short_sleeve,blue ,short,clothes,6,8,no,3.1542275581018857,101.5583319952952,2.0
2016-01-15,22:08:40,foreigner ,female,thin,21.0,no,no_kids,big,red,formal,black,short_sleeve,blue,short,blankets,4,9,no,3.0746356665400953,101.62362488333696,1.0
2016-02-19,13:07:14,chinese,male,moderate,20.0,no,no_kids,big,green,formal,red,short_sleeve,black,long,clothes,5,7,yes,3.1157071471406343,101.5591737998021,1.0
2016-01-13,07:13:27,indian,male,moderate,18.0,yes,baby,big,brown,traditional,yellow,short_sleeve,blue,long,clothes,6,10,no,3.097378156818102,101.62078004106903,3.0
2016-02-06,03:33:56,malay,male,thin,18.0,no,young,big,orange,formal,brown,short_sleeve,purple,long,clothes,5,8,no,3.1823135511348783,101.57763476281437,1.0
2015-12-09,22:09:10,malay,male,thin,44.0,yes,no_kids,small,yellow,traditional,grey,long sleeve,grey,long,clothes,6,8,no,3.069570199817616,101.59385614153594,2.0
2016-02-22,22:53:45,chinese,male,moderate,41.0,no,baby,big,pink,traditional,pink,long sleeve,pink,long,blankets,4,10,yes,3.123080845234059,101.62476866714582,1.0
2016-01-16,05:59:15,chinese,female,thin,51.0,no,baby,big,green,traditional,black ,long sleeve,orange,short,clothes,6,7,no,3.097534831293298,101.57985611010466,1.0
2016-02-03,18:59:09,indian,female,moderate,28.0,no,young,big,pink,formal,purple,short_sleeve,blue,long,clothes,3,8,no,3.049749365119574,101.57522180506722,2.0
2015-12-21,15:33:40,foreigner ,female,moderate,31.0,no,toddler ,small,red,traditional,blue,long sleeve,orange,long,blankets,5,8,no,3.0624941781576283,101.58126389412148,1.0
2015-12-06,16:44:18,chinese,male,moderate,44.0,yes,young,big,green,casual,purple,short_sleeve,yellow,long,clothes,6,8,yes,3.0923959687327747,101.56443715183798,3.0
2016-02-24,14:43:30,indian,male,moderate,39.0,no,young,small,white,casual,grey,short_sleeve,orange,short,clothes,4,9,yes,3.103586280987687,101.57359230059214,1.0
2015-12-25,20:51:28,foreigner ,female,fat,39.0,no,baby,big,white,formal,blue,long sleeve,red,short,blankets,5,10,yes,3.1271734837570375,101.5952475208193,3.0
2015-12-03,06:01:28,indian,female,fat,22.0,yes,toddler ,big,purple,casual,blue,short_sleeve,black,short,clothes,4,8,no,3.1350059596868207,101.63626878491036,1.0
2016-02-10,05:27:01,malay,male,thin,23.0,yes,no_kids,small,grey,formal,black,short_sleeve,grey,long,blankets,3,9,no,3.060429971331568,101.59572143617066,2.0
2016-02-14,01:49:31,indian,female,thin,52.0,yes,no_kids,big,blue,casual,brown,short_sleeve,blue ,long,clothes,4,10,no,3.1804441210721364,101.55656522745849,3.0
2015-12-29,17:32:55,indian,male,fat,20.0,no,baby,big,pink,casual,black,short_sleeve,pink,short,blankets,5,9,yes,3.110717346884991,101.60462354240954,1.0
2016-02-04,12:50:30,foreigner ,female,thin,35.0,no,young,small,purple,formal,blue,short_sleeve,brown,long,blankets,3,10,yes,3.1597418588934447,101.58621979666611,2.0
2016-02-19,20:31:15,malay,male,fat,39.0,no,no_kids,big,orange,traditional,red,long sleeve,orange,short,clothes,4,10,yes,3.153332988639862,101.55655396233585,1.0
2016-02-21,12:13:14,malay,female,fat,59.0,no,toddler,big,yellow,traditional,green,short_sleeve,black ,long,clothes,4,10,no,3.1149959840384853,101.58921634322132,3.0
2015-12-15,12:16:23,indian,male,moderate,52.0,no,toddler ,small,red,traditional,grey,long sleeve,pink,short,clothes,6,8,no,3.157650041865074,101.59782963722516,3.0
2015-12-22,05:50:55,chinese,male,thin,18.0,no,baby,small,brown,formal,yellow,short_sleeve,brown,long,clothes,6,10,yes,3.058437793299366,101.62928895548778,1.0
2016-02-08,07:22:33,foreigner ,female,thin,31.0,no,young,small,yellow,formal,yellow,long sleeve,blue  ,long,clothes,6,10,no,3.050824239076156,101.59077118859113,2.0
2016-01-03,12:31:47,chinese,male,thin,44.0,yes,no_kids,small,brown,casual,orange,short_sleeve,black,short,blankets,3,10,no,3.1160146081413127,101.63272446057631,3.0
2015-12-03,04:33:18,foreigner ,female,moderate,50.0,yes,young,small,pink,formal,purple,short_sleeve,yellow,long,clothes,3,9,yes,3.091117906606876,101.56704905381815,1.0
2015-12-28,17:54:15,chinese,female,moderate,18.0,yes,no_kids,small,brown,traditional,blue,short_sleeve,blue_jeans,short,blankets,4,8,yes,3.159948134739197,101.55733904942193,1.0
2015-12-20,14:20:32,malay,female,moderate,28.0,no,young,small,red,casual,black ,long sleeve,black ,long,blankets,4,10,yes,3.1663816895942998,101.56729625492231,3.0
2015-12-16,23:24:44,foreigner ,male,moderate,59.0,no,no_kids,small,yellow,traditional,yellow,long sleeve,blue  ,short,clothes,5,10,no,3.065939419905495,101.57344839184032,3.0
2016-02-10,07:09:04,malay,female,thin,57.0,yes,young,small,grey,casual,grey,short_sleeve,red,long,blankets,4,10,yes,3.0689821380811844,101.63818706623269,2.0
2015-12-30,01:31:09,chinese,male,fat,26.0,yes,toddler ,big,yellow,casual,purple,long sleeve,purple,long,clothes,6,9,no,3.1580297873805936,101.5737820111491,2.0
2016-01-05,17:05:11,chinese,female,fat,19.0,yes,no_kids,small,yellow,casual,black ,long sleeve,grey,short,clothes,4,7,no,3.0641677975970603,101.61529103433863,2.0
2016-01-18,08:12:10,malay,female,moderate,57.0,yes,baby,big,white,casual,black ,long sleeve,pink,long,blankets,3,8,no,3.143076345121485,101.61390667742147,2.0
2016-01-19,12:05:29,foreigner ,female,moderate,42.0,no,young,small,grey,casual,blue,long sleeve,orange,short,blankets,3,10,yes,3.052768348638616,101.63523200497013,3.0
2016-02-19,00:44:13,malay,male,thin,56.0,yes,no_kids,big,brown,traditional,purple,long sleeve,black ,long,clothes,5,7,no,3.1450226558366055,101.63020280618193,3.0
2016-01-26,20:37:40,foreigner ,female,fat,41.0,yes,no_kids,small,grey,traditional,black ,short_sleeve,orange,short,clothes,5,7,yes,3.0768933231500113,101.56356624222165,1.0
2016-02-02,18:21:15,chinese,male,moderate,48.0,no,toddler ,small,orange,formal,yellow,long sleeve,black ,long,blankets,6,9,no,3.1830658410559276,101.60553894490492,2.0
2016-02-27,17:36:16,foreigner ,male,moderate,26.0,yes,toddler ,small,orange,casual,white,long sleeve,green,long,blankets,5,8,no,3.146642316315332,101.56625803035921,1.0
2016-01-28,15:52:45,malay,female,fat,29.0,no,toddler ,small,blue,traditional,pink,long sleeve,pink,short,blankets,4,8,no,3.1169018436524873,101.60824770230533,2.0
2015-12-06,05:46:44,chinese,male,fat,26.0,yes,baby,small,pink,traditional,black ,short_sleeve,blue_jeans,short,clothes,5,9,yes,3.0655573755775176,101.59254181786018,1.0
2016-01-21,18:40:53,foreigner ,male,fat,23.0,yes,no_kids,small,yellow,traditional,brown,long sleeve,purple,long,blankets,3,9,no,3.1688452352797523,101.62741729317038,1.0
2016-01-31,11:11:36,indian,female,moderate,40.0,yes,no_kids,small,red,traditional,purple,long sleeve,green,long,clothes,5,8,yes,3.1473717575692124,101.64678830439543,2.0
2016-02-22,11:52:18,indian,female,thin,59.0,yes,baby,big,black,casual,brown,long sleeve,pink,long,blankets,4,10,yes,3.09074454709867,101.63768914362103,2.0
2015-12-18,03:33:58,foreigner ,female,fat,47.0,no,baby,small,white,formal,brown,short_sleeve,blue_jeans,long,blankets,3,9,yes,3.062020497631538,101.61581303273543,2.0
2016-01-15,11:27:04,indian,male,moderate,56.0,yes,toddler ,big,blue,casual,pink,short_sleeve,black ,short,blankets,5,9,no,3.1208279662523695,101.60073877447742,1.0
2016-02-01,23:56:46,chinese,female,moderate,18.0,no,no_kids,small,yellow,casual,blue,short_sleeve,green,short,clothes,5,7,yes,3.0771561673564074,101.6003612204773,2.0
2015-12-23,23:27:04,malay,male,moderate,36.0,yes,no_kids,big,black,casual,pink,short_sleeve,red,short,clothes,4,7,no,3.162504995852057,101.63158747479916,1.0
2015-12-10,05:54:47,foreigner ,male,moderate,54.0,no,toddler ,big,pink,formal,purple,long sleeve,blue  ,long,clothes,3,9,no,3.108257084480958,101.65598590957336,1.0
2015-12-06,20:51:52,indian,female,moderate,42.0,no,toddler,big,pink,formal,brown,short_sleeve,brown,long,clothes,6,10,yes,3.1545775498117816,101.5608860495544,1.0
2016-02-15,19:38:57,malay,male,moderate,29.0,yes,baby,big,white,traditional,green,long sleeve,brown,long,clothes,4,10,yes,3.1499338759032707,101.63033445718526,1.0
2016-01-31,04:40:39,foreigner ,male,moderate,35.0,yes,toddler ,big,pink,casual,black,short_sleeve,blue ,long,blankets,5,10,yes,3.0556617309888794,101.65175980402125,2.0
2016-01-12,23:30:54,chinese,male,fat,30.0,no,toddler ,big,grey,formal,red,short_sleeve,blue_jeans,short,clothes,5,10,yes,3.1118095965402683,101.58095671973449,1.0
2015-12-17,22:26:30,foreigner ,male,thin,46.0,yes,baby,big,brown,traditional,black ,short_sleeve,blue,short,blankets,4,10,no,3.109281430385762,101.64220408819843,1.0
2016-01-29,04:31:14,foreigner ,female,moderate,57.0,yes,no_kids,small,red,formal,blue,short_sleeve,yellow,long,clothes,5,8,yes,3.082711132209645,101.65047600291673,3.0
2015-12-18,06:03:55,foreigner ,male,thin,27.0,yes,no_kids,small,green,casual,blue,long sleeve,brown,short,blankets,4,7,no,3.057747248879915,101.56553084246146,2.0
2016-02-07,13:53:50,foreigner ,female,thin,54.0,yes,no_kids,small,pink,traditional,black,short_sleeve,orange,long,clothes,6,10,no,3.1295865416552275,101.60883481475626,1.0
2016-01-30,22:48:44,chinese,male,moderate,25.0,yes,young,small,green,traditional,grey,long sleeve,blue_jeans,long,blankets,5,8,no,3.139286478589616,101.56080213912546,3.0
