,Date,Time,Race,Gender,Body_Size,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,latitude,longitude,Num_of_Baskets,Binned_Age_Range
1717,2016-02-18,18:30:43,chinese,female,thin,no,baby,big,purple,traditional,pink,long sleeve,blue  ,long,clothes,4,9,no,3.1136800292677043,101.5821818711112,3.0,"(40, 50]"
1718,2016-01-11,23:55:28,indian,female,moderate,no,no_kids,big,pink,formal,blue,long sleeve,brown,long,blankets,5,8,yes,3.0578348282027603,101.5988839426673,3.0,"(30, 40]"
1719,2015-12-18,22:25:22,chinese,female,fat,no,toddler ,big,green,traditional,black ,short_sleeve,black,long,blankets,5,9,no,3.12664415708176,101.6074650730586,3.0,"(40, 50]"
1720,2016-02-19,01:55:17,malay,male,fat,no,no_kids,small,green,traditional,white,long sleeve,blue_jeans,long,blankets,6,7,no,3.07092325909022,101.59459535062814,2.0,"(30, 40]"
1721,2016-01-13,01:37:21,chinese,male,thin,yes,baby,big,black,formal,brown,long sleeve,black ,long,clothes,6,10,yes,3.1723987520701584,101.60363315626404,2.0,"(40, 50]"
1722,2016-02-08,10:49:08,indian,male,thin,yes,young,big,black,traditional,black,long sleeve,blue,long,blankets,6,8,no,3.11788165803366,101.60493274536232,1.0,"(10, 20]"
1723,2015-12-20,02:50:18,malay,female,fat,no,toddler,big,brown,formal,black ,long sleeve,pink,long,clothes,4,9,no,3.1007466644855004,101.5625717443372,1.0,"(40, 50]"
1724,2015-12-23,09:34:29,foreigner ,female,moderate,yes,baby,big,green,traditional,orange,short_sleeve,blue  ,short,clothes,3,7,no,3.079845900117029,101.60782553662987,1.0,"(50, 60]"
1725,2015-12-12,09:39:47,foreigner ,male,fat,no,toddler,small,purple,casual,black ,short_sleeve,yellow,short,blankets,4,9,no,3.1275854066248483,101.6055740386965,3.0,"(30, 40]"
1726,2015-12-12,19:05:23,foreigner ,male,moderate,no,baby,small,black,traditional,brown,long sleeve,orange,short,clothes,4,9,no,3.0979484659765024,101.63908503578342,2.0,"(20, 30]"
1727,2016-01-03,21:52:06,malay,female,thin,yes,toddler,big,red,casual,black,short_sleeve,red,short,blankets,6,8,yes,3.1424123100237478,101.6537026213324,3.0,"(50, 60]"
1728,2015-12-08,11:27:09,malay,male,moderate,yes,young,big,green,formal,green,long sleeve,yellow,long,clothes,5,8,no,3.0527744899406657,101.63296516812584,2.0,"(40, 50]"
1729,2015-12-27,12:57:04,malay,female,thin,yes,baby,big,white,formal,orange,short_sleeve,green,long,clothes,4,9,yes,3.0572951908864177,101.58629730495012,3.0,"(50, 60]"
1730,2016-01-18,18:46:24,chinese,male,moderate,no,toddler,small,blue,traditional,white,long sleeve,blue,short,blankets,3,7,yes,3.1722906435270573,101.63618648108242,2.0,"(50, 60]"
1731,2016-02-10,07:58:48,indian,male,moderate,no,toddler ,big,blue,traditional,white,long sleeve,grey,long,clothes,3,7,yes,3.1380117280279243,101.59749481440213,3.0,"(30, 40]"
1732,2016-01-24,18:03:53,malay,male,moderate,yes,young,big,brown,formal,brown,long sleeve,grey,long,clothes,4,8,yes,3.0557432874660644,101.58313255928717,2.0,"(20, 30]"
1733,2016-02-21,21:51:37,indian,female,thin,no,no_kids,small,black,traditional,white,long sleeve,orange,short,blankets,3,9,no,3.113668113922547,101.59987217903712,1.0,"(40, 50]"
1734,2016-02-26,01:44:45,chinese,female,fat,yes,no_kids,small,grey,formal,green,short_sleeve,grey,short,blankets,6,8,no,3.1106127299130786,101.55944927591406,3.0,"(40, 50]"
1735,2015-12-22,09:06:16,chinese,male,fat,no,no_kids,small,white,traditional,purple,short_sleeve,blue_jeans,short,blankets,5,10,yes,3.134121990452137,101.60277537004514,1.0,"(40, 50]"
1736,2015-12-03,18:34:42,chinese,male,fat,yes,no_kids,big,white,traditional,purple,short_sleeve,red,short,clothes,5,7,yes,3.05130341428853,101.65306333971098,3.0,"(20, 30]"
1737,2015-12-09,05:01:42,indian,male,moderate,no,young,small,orange,traditional,green,short_sleeve,yellow,short,blankets,6,10,yes,3.075614959175605,101.5737945363896,2.0,"(30, 40]"
1738,2015-12-11,18:19:21,chinese,female,thin,yes,no_kids,big,grey,formal,red,long sleeve,yellow,short,blankets,6,8,no,3.1505194548319198,101.59223854471747,2.0,"(50, 60]"
1739,2015-12-06,00:20:55,malay,female,fat,no,toddler ,big,grey,traditional,green,short_sleeve,grey,long,clothes,3,7,yes,3.131229288610994,101.5569418399638,2.0,"(30, 40]"
1741,2016-01-08,22:43:50,chinese,female,fat,no,toddler,small,yellow,traditional,pink,long sleeve,pink,long,blankets,6,10,yes,3.07720893928753,101.57638262202202,1.0,"(40, 50]"
1742,2016-02-04,01:30:23,indian,female,moderate,yes,toddler ,big,blue,casual,green,short_sleeve,brown,short,clothes,6,8,no,3.179523806422618,101.58747493449572,2.0,"(40, 50]"
1744,2016-01-06,00:48:30,foreigner ,female,moderate,no,baby,small,white,traditional,grey,short_sleeve,black,long,clothes,5,8,no,3.164903229127246,101.62459232745252,3.0,"(20, 30]"
1745,2015-12-06,17:54:01,malay,female,thin,yes,toddler,small,orange,formal,red,short_sleeve,pink,long,clothes,5,7,no,3.05000039267012,101.56782181538432,1.0,"(10, 20]"
1746,2015-12-06,04:24:26,malay,male,moderate,no,toddler ,small,black,formal,pink,long sleeve,black,long,clothes,6,7,no,3.0532595391282222,101.56564289996172,2.0,"(30, 40]"
1747,2016-01-08,15:37:12,malay,male,moderate,yes,no_kids,small,blue,traditional,purple,short_sleeve,blue ,long,blankets,5,8,yes,3.0786538597603053,101.6372398699354,3.0,"(40, 50]"
1748,2016-01-05,23:26:25,indian,female,thin,no,toddler ,big,white,casual,brown,long sleeve,brown,long,clothes,4,8,no,3.147641845654153,101.581532066002,3.0,"(10, 20]"
1749,2016-02-27,01:05:13,foreigner ,male,fat,no,baby,big,white,traditional,purple,long sleeve,black ,long,clothes,6,9,no,3.101513682221082,101.64485187584928,1.0,"(30, 40]"
1751,2016-02-18,20:57:17,chinese,female,thin,no,no_kids,small,purple,formal,orange,short_sleeve,brown,short,clothes,3,10,no,3.064505159608959,101.65871182826196,3.0,"(40, 50]"
1752,2016-02-23,22:06:17,malay,male,fat,no,young,small,grey,formal,purple,long sleeve,orange,long,clothes,4,7,no,3.1083972356390905,101.6505973838315,3.0,"(50, 60]"
1753,2015-12-10,06:47:07,malay,female,moderate,yes,baby,small,orange,traditional,white,long sleeve,orange,short,blankets,6,10,yes,3.0696056375044023,101.65832573918816,1.0,"(30, 40]"
1754,2015-12-05,16:14:24,malay,female,fat,no,toddler ,small,white,formal,green,long sleeve,yellow,short,clothes,4,7,no,3.0570167570642046,101.56239615858765,1.0,"(20, 30]"
1755,2016-01-19,03:14:31,malay,male,fat,no,no_kids,big,yellow,traditional,white,short_sleeve,blue_jeans,long,blankets,5,9,yes,3.159676760625979,101.63631388250175,3.0,"(40, 50]"
1756,2015-12-25,04:11:42,foreigner ,female,moderate,yes,toddler ,big,white,traditional,red,short_sleeve,orange,long,clothes,6,9,no,3.0823658969418086,101.58175169276066,2.0,"(50, 60]"
1757,2015-12-03,15:39:28,chinese,female,fat,no,toddler ,big,purple,casual,orange,long sleeve,black,short,blankets,4,10,no,3.1125643233026987,101.65351541309823,3.0,"(20, 30]"
1758,2016-02-22,12:27:30,indian,female,thin,yes,baby,big,green,casual,grey,long sleeve,green,short,clothes,6,9,yes,3.1331560984353803,101.64207525880342,2.0,"(10, 20]"
1759,2015-12-04,14:46:35,chinese,female,moderate,no,no_kids,big,brown,formal,white,long sleeve,black ,short,blankets,3,10,yes,3.1655716648288856,101.57017520711692,1.0,"(20, 30]"
1760,2016-02-16,10:27:22,malay,female,fat,no,young,big,orange,formal,white,long sleeve,black,long,clothes,3,8,yes,3.126829593669929,101.65797911405905,1.0,"(10, 20]"
1761,2015-12-12,09:36:53,foreigner ,female,moderate,no,baby,big,yellow,casual,black,long sleeve,blue  ,short,blankets,3,10,no,3.061900431891696,101.60201122213527,3.0,"(20, 30]"
1762,2015-12-14,23:54:52,malay,female,fat,no,baby,big,white,formal,yellow,long sleeve,black ,long,blankets,5,7,yes,3.151830939857578,101.65825064298484,3.0,"(40, 50]"
1763,2016-02-20,10:42:02,foreigner ,female,thin,no,toddler ,big,orange,casual,black,short_sleeve,white,short,clothes,4,10,yes,3.0651351549424293,101.5979833107894,3.0,"(50, 60]"
1764,2015-12-27,09:56:01,malay,female,fat,yes,baby,big,orange,traditional,white,long sleeve,purple,short,blankets,3,9,no,3.150232749904587,101.61751569465022,3.0,"(40, 50]"
1765,2016-02-09,21:40:02,malay,female,moderate,yes,baby,big,blue,traditional,white,short_sleeve,brown,short,clothes,5,9,yes,3.167123746339633,101.5668481313463,1.0,"(20, 30]"
1766,2016-01-17,19:22:21,indian,female,moderate,yes,young,small,white,traditional,yellow,short_sleeve,blue,short,blankets,5,7,yes,3.1219520148682105,101.61907238591633,2.0,"(30, 40]"
1767,2015-12-22,12:56:46,indian,female,thin,no,baby,big,purple,formal,orange,short_sleeve,brown,short,clothes,5,10,no,3.158470991886366,101.64342378610456,3.0,"(20, 30]"
1769,2016-01-12,09:39:54,malay,female,thin,yes,toddler ,small,yellow,traditional,blue,short_sleeve,grey,short,clothes,6,8,yes,3.0501025650822458,101.62729514901564,1.0,"(20, 30]"
1770,2016-01-27,11:33:24,malay,female,moderate,yes,baby,big,white,formal,white,short_sleeve,black,short,blankets,3,7,no,3.051122985266108,101.62297539439344,2.0,"(50, 60]"
1771,2015-12-18,20:38:09,foreigner ,male,thin,no,toddler ,big,red,traditional,red,long sleeve,orange,long,blankets,4,7,no,3.1170313601164907,101.65459246941356,3.0,"(40, 50]"
1772,2016-02-28,12:20:23,malay,male,thin,yes,toddler,small,orange,casual,black ,long sleeve,orange,long,clothes,5,7,yes,3.0709617417165007,101.59585513133077,2.0,"(50, 60]"
1773,2016-02-24,03:57:58,foreigner ,female,moderate,no,baby,small,red,traditional,white,long sleeve,blue,long,clothes,5,8,yes,3.1642539172358446,101.60927753817649,1.0,"(30, 40]"
1774,2016-01-25,14:12:09,indian,female,fat,yes,baby,big,yellow,traditional,brown,long sleeve,black ,short,blankets,5,7,no,3.1585193425411147,101.60859055735963,2.0,"(20, 30]"
1775,2016-02-07,15:17:49,chinese,female,moderate,no,young,small,purple,formal,pink,short_sleeve,black,long,clothes,5,7,no,3.1407508442099203,101.64712343592392,1.0,"(50, 60]"
1776,2015-12-12,01:56:53,chinese,male,thin,yes,toddler ,big,white,formal,red,short_sleeve,white,short,blankets,5,7,no,3.0564136296340743,101.64705292621008,3.0,"(50, 60]"
1778,2015-12-12,04:01:25,chinese,female,moderate,yes,no_kids,small,grey,casual,white,long sleeve,brown,long,clothes,3,8,no,3.1250856434037004,101.59061729734763,3.0,"(30, 40]"
1779,2015-12-26,07:07:12,foreigner ,female,fat,yes,toddler,small,white,traditional,purple,long sleeve,yellow,long,clothes,6,10,no,3.177855161392772,101.64299230592395,3.0,"(40, 50]"
1780,2016-01-15,16:26:47,malay,female,moderate,yes,baby,big,white,traditional,pink,short_sleeve,brown,short,blankets,3,8,no,3.0874214609131507,101.57720306799166,1.0,"(30, 40]"
1781,2015-12-07,18:50:21,malay,male,moderate,yes,baby,big,pink,casual,blue,short_sleeve,green,long,blankets,4,9,no,3.0972896851410607,101.59053422124026,2.0,"(50, 60]"
1782,2016-02-28,12:41:18,foreigner ,male,fat,no,young,big,white,casual,brown,short_sleeve,black,long,blankets,5,7,no,3.070516015016727,101.65287735123609,1.0,"(40, 50]"
1785,2016-01-21,04:08:15,indian,male,moderate,no,baby,small,white,traditional,white,long sleeve,black,short,clothes,4,8,no,3.097473405576304,101.64496629074652,1.0,"(50, 60]"
1786,2015-12-17,10:21:44,malay,male,moderate,no,toddler ,small,white,formal,brown,long sleeve,blue,long,blankets,3,10,yes,3.170858518299056,101.6117705301952,1.0,"(40, 50]"
1788,2016-02-29,08:48:09,foreigner ,male,thin,yes,baby,big,black,traditional,white,long sleeve,green,short,blankets,6,9,yes,3.081046980719316,101.5657884989591,1.0,"(20, 30]"
1791,2016-01-16,13:29:27,foreigner ,female,moderate,yes,toddler ,big,red,traditional,pink,long sleeve,yellow,long,clothes,5,9,yes,3.109717165303133,101.56912696595268,3.0,"(50, 60]"
1793,2015-12-03,05:26:39,chinese,male,fat,no,toddler ,small,white,traditional,grey,long sleeve,orange,short,blankets,4,8,yes,3.106948886177505,101.57707264381034,1.0,"(50, 60]"
1794,2015-12-06,08:54:55,malay,female,moderate,yes,toddler ,big,grey,formal,black,short_sleeve,white,short,blankets,6,9,no,3.162500262519186,101.56960630551067,1.0,"(40, 50]"
1795,2016-02-10,15:01:17,indian,female,moderate,yes,no_kids,big,red,formal,orange,long sleeve,black ,long,clothes,6,9,no,3.112830717414844,101.59599530585632,1.0,"(10, 20]"
1796,2015-12-16,17:59:26,foreigner ,female,thin,yes,no_kids,small,blue,traditional,black,short_sleeve,blue_jeans,long,clothes,4,9,no,3.1626530804358137,101.61417290831068,3.0,"(20, 30]"
1797,2016-02-17,01:58:41,foreigner ,female,thin,no,no_kids,big,pink,formal,pink,long sleeve,white,long,clothes,6,8,no,3.1128733467826644,101.61773344059964,1.0,"(40, 50]"
1798,2016-01-05,03:34:57,malay,female,thin,no,young,big,red,traditional,black,long sleeve,pink,short,clothes,3,9,yes,3.080243218827481,101.61002819632704,2.0,"(20, 30]"
1799,2016-01-22,20:41:47,indian,female,thin,no,young,big,white,formal,blue,short_sleeve,orange,short,blankets,5,8,yes,3.0960865511125637,101.56754554801252,1.0,"(20, 30]"
1800,2015-12-08,23:19:36,foreigner ,female,moderate,no,young,small,white,casual,brown,short_sleeve,blue_jeans,short,clothes,6,8,no,3.155411625296549,101.59348812984696,3.0,"(20, 30]"
1801,2016-01-21,10:07:07,malay,male,moderate,yes,no_kids,small,white,traditional,orange,short_sleeve,brown,long,blankets,5,7,no,3.0865283475477345,101.556386015181,1.0,"(20, 30]"
1802,2016-01-21,06:28:18,foreigner ,male,thin,no,toddler ,small,white,casual,pink,short_sleeve,black ,short,blankets,4,9,no,3.05415446338901,101.58226652762558,3.0,"(20, 30]"
1803,2015-12-30,02:06:32,foreigner ,female,thin,no,young,small,grey,casual,pink,long sleeve,blue,long,blankets,4,7,no,3.0933307155913567,101.62833527214094,1.0,"(50, 60]"
1805,2015-12-12,18:09:48,indian,male,moderate,yes,baby,small,orange,formal,yellow,short_sleeve,brown,short,blankets,6,8,no,3.1279527282605,101.59243464022302,1.0,"(40, 50]"
1806,2016-02-06,07:13:45,indian,female,moderate,no,toddler,small,purple,traditional,green,long sleeve,orange,short,clothes,5,7,yes,3.070198905157218,101.55646839121076,2.0,"(40, 50]"
1807,2016-02-16,22:41:23,foreigner ,male,thin,no,young,small,black,traditional,yellow,short_sleeve,white,long,clothes,5,7,yes,3.100531518184784,101.59821824714813,2.0,"(50, 60]"
1808,2016-01-25,17:18:12,chinese,female,moderate,no,young,small,purple,traditional,grey,short_sleeve,grey,long,blankets,5,9,no,3.097948260270617,101.63897241630794,2.0,"(30, 40]"
1809,2016-02-27,04:13:56,indian,male,thin,yes,baby,big,pink,casual,white,long sleeve,yellow,long,clothes,4,7,yes,3.061888339284405,101.56816191080551,3.0,"(40, 50]"
1810,2016-02-07,17:31:49,chinese,male,thin,yes,toddler ,small,orange,casual,black ,short_sleeve,black,long,clothes,5,9,no,3.080420900242772,101.60924018434818,2.0,"(40, 50]"
1811,2016-02-25,16:07:51,foreigner ,female,thin,no,toddler ,big,purple,formal,purple,short_sleeve,black ,short,clothes,3,8,no,3.1465964456065088,101.64940184360356,3.0,"(10, 20]"
1812,2016-01-27,14:52:18,malay,male,thin,no,toddler,small,blue,traditional,black,short_sleeve,black ,long,clothes,6,8,no,3.084940421895588,101.5694902740051,3.0,"(40, 50]"
1813,2015-12-12,12:17:57,chinese,male,moderate,no,no_kids,big,red,formal,yellow,short_sleeve,black ,long,blankets,4,9,yes,3.1174773053907985,101.58718441381023,3.0,"(10, 20]"
1814,2016-02-17,18:56:45,foreigner ,female,fat,no,baby,big,red,formal,red,long sleeve,white,long,clothes,6,7,yes,3.181346755930184,101.5604309987156,3.0,"(30, 40]"
1815,2016-02-21,15:35:25,foreigner ,male,moderate,no,young,big,orange,casual,brown,long sleeve,white,short,clothes,5,7,yes,3.074700426905322,101.63394150626364,1.0,"(10, 20]"
1816,2016-02-28,15:51:22,chinese,male,moderate,yes,toddler ,small,brown,traditional,black ,short_sleeve,green,long,clothes,5,10,yes,3.1009700516818146,101.6142360923754,1.0,"(20, 30]"
1817,2015-12-04,05:00:49,malay,female,thin,no,no_kids,small,white,formal,purple,long sleeve,purple,long,clothes,6,8,no,3.1586305414754343,101.62501213990794,1.0,"(30, 40]"
1818,2016-01-07,02:46:23,indian,male,fat,no,baby,small,orange,casual,purple,short_sleeve,grey,long,clothes,4,8,no,3.1301545754987345,101.62655301717712,3.0,"(30, 40]"
1819,2015-12-08,03:37:40,malay,female,moderate,no,baby,small,black,formal,orange,short_sleeve,blue,short,blankets,5,9,yes,3.05768070865596,101.56640036046883,1.0,"(30, 40]"
1820,2015-12-30,08:26:07,indian,male,moderate,yes,toddler ,big,black,formal,brown,short_sleeve,blue  ,long,blankets,5,8,no,3.1306918305876685,101.5942141458013,2.0,"(30, 40]"
1821,2016-02-17,15:17:30,malay,female,thin,no,toddler,small,pink,traditional,black,short_sleeve,grey,long,blankets,4,7,no,3.1828548278089466,101.64085262082824,1.0,"(20, 30]"
1822,2015-12-12,04:20:35,chinese,male,fat,no,baby,small,pink,formal,white,short_sleeve,blue  ,long,blankets,3,9,no,3.173550687188672,101.574914492695,2.0,"(50, 60]"
1823,2016-02-12,05:09:10,indian,female,fat,yes,baby,small,black,casual,yellow,long sleeve,orange,short,blankets,6,9,yes,3.133000719730287,101.5591986317036,1.0,"(20, 30]"
1824,2015-12-12,07:12:49,chinese,female,thin,no,toddler,small,red,casual,orange,short_sleeve,blue ,short,blankets,5,7,yes,3.147838272563644,101.56067604256975,2.0,"(30, 40]"
1825,2015-12-17,08:48:16,malay,female,moderate,no,young,small,black,formal,yellow,short_sleeve,blue  ,short,clothes,6,10,yes,3.139632443780318,101.57820066344392,3.0,"(30, 40]"
1826,2016-01-30,08:49:56,indian,female,thin,yes,no_kids,small,red,formal,blue,long sleeve,white,long,clothes,3,9,yes,3.12849359138623,101.58475186329947,3.0,"(50, 60]"
1827,2016-02-02,12:54:05,indian,male,fat,yes,young,small,blue,casual,black,long sleeve,black ,long,clothes,3,9,yes,3.052057856090828,101.62693548667563,3.0,"(20, 30]"
1828,2016-01-29,17:12:31,indian,male,thin,no,baby,small,red,traditional,pink,short_sleeve,purple,short,blankets,4,9,yes,3.109339665894206,101.63092080604947,1.0,"(50, 60]"
1829,2015-12-02,00:08:36,malay,female,moderate,yes,toddler,small,brown,formal,black ,short_sleeve,blue_jeans,long,blankets,6,10,yes,3.056610994834821,101.6109366160401,3.0,"(30, 40]"
1830,2015-12-19,07:29:46,indian,female,fat,no,toddler ,big,blue,traditional,green,long sleeve,blue  ,short,blankets,6,9,no,3.056339795027226,101.57114313555216,3.0,"(40, 50]"
1831,2016-01-23,15:41:13,foreigner ,male,moderate,no,baby,big,brown,formal,red,short_sleeve,green,long,clothes,5,7,yes,3.154459472654252,101.5798798680172,2.0,"(50, 60]"
1832,2015-12-29,05:15:33,chinese,male,thin,no,no_kids,big,black,casual,orange,short_sleeve,green,short,clothes,3,8,yes,3.0615884271592475,101.5709331942444,3.0,"(10, 20]"
1833,2016-02-03,14:40:01,indian,male,fat,no,toddler,big,grey,formal,yellow,long sleeve,blue ,long,clothes,5,8,no,3.068053440720466,101.64323852900787,1.0,"(40, 50]"
1834,2016-02-24,12:01:59,chinese,female,thin,no,young,small,blue,formal,yellow,short_sleeve,green,short,blankets,4,9,no,3.128325820099193,101.63793678082848,3.0,"(40, 50]"
1835,2016-02-27,07:08:31,malay,male,thin,yes,toddler ,small,green,traditional,white,long sleeve,purple,short,clothes,5,9,no,3.083613285721229,101.62083846424014,2.0,"(30, 40]"
1836,2016-02-12,10:36:55,indian,male,moderate,yes,young,small,red,traditional,white,short_sleeve,red,short,blankets,4,10,no,3.1698456198402285,101.61132306725932,1.0,"(40, 50]"
1837,2015-12-09,13:04:18,malay,male,thin,no,young,big,red,traditional,green,short_sleeve,purple,long,blankets,3,7,no,3.166059562136235,101.57878536296204,3.0,"(50, 60]"
1838,2016-02-21,15:09:58,foreigner ,female,moderate,yes,toddler,big,yellow,formal,black ,long sleeve,brown,short,blankets,5,8,yes,3.178986264538146,101.56453541978682,3.0,"(20, 30]"
1839,2015-12-12,16:27:00,indian,female,thin,yes,toddler ,big,black,traditional,yellow,long sleeve,white,short,blankets,6,7,yes,3.151327679358546,101.57710374507552,3.0,"(30, 40]"
1840,2016-01-21,23:48:53,foreigner ,female,thin,no,young,small,orange,traditional,black ,short_sleeve,green,short,clothes,4,10,no,3.064755064334664,101.61390524308824,1.0,"(20, 30]"
1841,2016-02-20,02:06:38,malay,male,fat,yes,toddler,small,green,formal,black,long sleeve,orange,short,clothes,6,10,no,3.091649846106388,101.57924619513824,1.0,"(20, 30]"
1842,2016-01-25,12:02:26,malay,male,moderate,yes,young,small,blue,casual,brown,short_sleeve,black ,long,clothes,3,7,no,3.1080582045726888,101.65813161691396,3.0,"(20, 30]"
1843,2015-12-16,20:23:13,foreigner ,female,thin,yes,toddler ,small,red,formal,red,long sleeve,brown,long,clothes,4,7,yes,3.134068701116115,101.5850225676112,1.0,"(30, 40]"
1844,2015-12-04,19:13:32,malay,male,fat,yes,toddler ,big,yellow,formal,orange,long sleeve,purple,long,blankets,4,9,no,3.1815362587216462,101.58508062850024,2.0,"(20, 30]"
1845,2016-02-27,04:56:51,malay,male,fat,no,baby,small,grey,traditional,yellow,short_sleeve,blue,long,clothes,5,10,yes,3.145756577241537,101.58344979051854,2.0,"(30, 40]"
1846,2016-02-24,14:38:52,chinese,female,fat,no,baby,big,orange,formal,brown,short_sleeve,pink,short,blankets,3,10,yes,3.1531012844027586,101.62265566731176,2.0,"(30, 40]"
1847,2015-12-29,06:45:40,chinese,male,moderate,no,toddler ,big,pink,traditional,purple,short_sleeve,yellow,long,blankets,3,7,no,3.126009630199585,101.60359206199064,2.0,"(20, 30]"
1848,2016-01-28,16:13:21,foreigner ,male,fat,yes,toddler,big,orange,formal,red,long sleeve,yellow,short,blankets,6,9,yes,3.081681410754281,101.61909641774018,2.0,"(40, 50]"
1849,2016-02-24,14:57:13,indian,female,moderate,no,baby,big,grey,formal,brown,short_sleeve,orange,short,blankets,6,9,yes,3.166545155901185,101.55955170468418,1.0,"(40, 50]"
1850,2016-02-17,08:15:25,indian,female,moderate,no,no_kids,big,black,formal,grey,long sleeve,red,short,blankets,4,8,no,3.147505998464609,101.64695657479356,2.0,"(10, 20]"
1851,2016-02-04,19:21:20,malay,female,fat,yes,young,big,purple,casual,purple,short_sleeve,brown,long,clothes,4,7,yes,3.1319468157447337,101.5829448813186,2.0,"(50, 60]"
1852,2016-02-15,21:38:49,malay,male,fat,yes,toddler,big,red,traditional,brown,long sleeve,brown,long,blankets,5,9,no,3.096279730215267,101.6334518663704,1.0,"(20, 30]"
1853,2015-12-12,09:11:30,indian,female,moderate,yes,toddler,small,green,traditional,brown,long sleeve,blue  ,short,clothes,3,10,yes,3.098342154491049,101.55715885584982,2.0,"(30, 40]"
1854,2015-12-26,23:01:47,foreigner ,female,fat,no,young,small,white,formal,brown,short_sleeve,black,short,blankets,6,7,no,3.0632272037958383,101.5857164988958,3.0,"(50, 60]"
1855,2015-12-12,10:22:21,foreigner ,female,thin,no,young,small,purple,formal,purple,short_sleeve,white,long,blankets,4,9,no,3.1018828150516784,101.5938516365673,2.0,"(50, 60]"
1856,2016-02-29,15:00:23,foreigner ,female,fat,no,no_kids,big,pink,formal,black,long sleeve,blue  ,short,blankets,3,7,yes,3.15741785293647,101.5791496649552,1.0,"(50, 60]"
1857,2016-01-04,23:00:17,chinese,male,thin,yes,no_kids,big,green,traditional,blue,short_sleeve,blue  ,long,blankets,5,9,yes,3.10418661994371,101.64019013227296,3.0,"(30, 40]"
1858,2015-12-02,11:46:51,malay,male,fat,yes,young,small,orange,casual,yellow,long sleeve,white,long,blankets,6,10,no,3.155672152297818,101.57746490158716,3.0,"(30, 40]"
1859,2015-12-17,02:05:11,indian,male,fat,yes,toddler,big,purple,traditional,black ,long sleeve,green,short,clothes,4,8,no,3.097972686978822,101.5724271046868,2.0,"(20, 30]"
1860,2015-12-02,23:02:24,chinese,female,moderate,no,young,big,pink,traditional,orange,short_sleeve,brown,long,clothes,5,8,yes,3.061155238093405,101.61340748566424,2.0,"(20, 30]"
1861,2015-12-17,08:16:20,chinese,male,moderate,no,toddler ,big,black,traditional,yellow,short_sleeve,blue,short,blankets,6,9,no,3.091981767898196,101.60923570533586,1.0,"(40, 50]"
1862,2016-01-03,04:34:34,foreigner ,male,moderate,no,no_kids,big,pink,formal,red,long sleeve,brown,short,blankets,4,10,no,3.1280526671108286,101.61876322600864,1.0,"(30, 40]"
1863,2016-01-03,19:57:43,foreigner ,female,moderate,yes,no_kids,small,pink,traditional,green,long sleeve,green,long,clothes,5,7,yes,3.175470591977533,101.5804954712878,2.0,"(30, 40]"
1864,2016-01-14,15:36:30,indian,male,fat,yes,baby,big,red,formal,red,short_sleeve,blue ,short,clothes,3,9,yes,3.1697351166044845,101.56161197571888,2.0,"(20, 30]"
1865,2016-01-10,05:09:34,foreigner ,male,moderate,no,baby,big,yellow,casual,blue,short_sleeve,blue  ,long,blankets,3,7,no,3.053130239677132,101.56753011236766,1.0,"(20, 30]"
1866,2016-02-11,11:19:16,malay,male,thin,no,toddler,small,red,formal,pink,long sleeve,blue,short,clothes,3,7,yes,3.135548476735812,101.61094589563268,3.0,"(50, 60]"
1867,2016-02-16,12:07:35,foreigner ,female,thin,no,toddler ,big,grey,traditional,white,short_sleeve,grey,long,clothes,5,10,yes,3.070833965793121,101.57156108655444,1.0,"(50, 60]"
1868,2016-02-22,11:22:31,indian,male,fat,no,baby,big,black,traditional,blue,long sleeve,green,short,clothes,4,10,no,3.120193841789688,101.65510191024778,3.0,"(50, 60]"
1869,2016-01-02,23:19:46,malay,male,thin,no,young,small,grey,traditional,yellow,long sleeve,purple,long,clothes,5,7,no,3.073603182393344,101.5830168635156,3.0,"(30, 40]"
1870,2015-12-24,14:08:22,chinese,female,fat,yes,baby,big,orange,traditional,yellow,long sleeve,grey,short,blankets,4,7,no,3.065251690640887,101.61756944912906,3.0,"(20, 30]"
1871,2016-02-07,18:41:40,foreigner ,female,fat,yes,young,big,black,formal,white,long sleeve,grey,long,clothes,4,9,no,3.173589771942697,101.58084215053972,1.0,"(30, 40]"
1872,2016-01-01,06:32:02,indian,female,fat,no,no_kids,big,black,casual,white,short_sleeve,green,short,blankets,6,10,no,3.1125329021809955,101.64980876531416,1.0,"(20, 30]"
1873,2015-12-23,08:02:49,foreigner ,male,thin,yes,toddler,small,orange,formal,brown,long sleeve,pink,short,clothes,4,8,no,3.144228842482649,101.61073919604073,3.0,"(40, 50]"
1874,2016-02-03,15:12:33,chinese,male,fat,yes,young,big,red,formal,blue,short_sleeve,blue  ,short,blankets,5,8,yes,3.134959557382029,101.63160150256992,2.0,"(30, 40]"
1875,2016-01-01,23:45:16,malay,female,thin,no,no_kids,big,orange,casual,blue,long sleeve,black ,long,clothes,6,7,yes,3.1469427587588084,101.60627844932075,1.0,"(10, 20]"
