Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets
11/02/2016,20:14:28,chinese,male,fat,43,yes,young,small,green,traditional,red,short_sleeve,black ,short,blankets,3,7,yes,16,0,18,3.037295135,101.4893024,2
02/12/2015,3:26:45,indian,female,moderate,41,no,toddler ,big,purple,casual,purple,short_sleeve,black ,short,blankets,6,9,yes,58,0,18,3.090153613,101.5442781,1
16/01/2016,17:29:40,chinese,female,thin,46,yes,no_kids,big,orange,traditional,yellow,short_sleeve,brown,short,clothes,6,8,yes,46,1,17,3.052632267,101.4692662,3
25/01/2016,7:52:30,chinese,female,fat,50,yes,toddler ,small,green,traditional,yellow,short_sleeve,blue_jeans,long,clothes,3,8,no,42,1,11,3.05748966,101.54494,3
11/12/2015,23:39:33,malay,female,fat,48,no,baby,big,yellow,casual,purple,short_sleeve,green,long,clothes,4,7,no,49,1,18,3.096018381,101.3851031,3
13/02/2016,17:32:15,foreigner ,female,fat,30,yes,no_kids,big,green,traditional,black,short_sleeve,brown,short,clothes,4,7,no,50,0,9,3.093598569,101.5231154,2
25/12/2015,13:50:19,chinese,male,moderate,54,no,baby,small,blue,traditional,black,long sleeve,blue_jeans,long,blankets,6,7,no,45,0,10,2.992392173,101.5225745,3
13/01/2016,21:21:13,chinese,female,moderate,18,yes,toddler,big,purple,casual,black ,long sleeve,white,long,clothes,5,8,yes,25,3,12,3.058874652,101.5414942,3
01/03/2016,7:02:53,malay,male,moderate,34,yes,no_kids,big,brown,traditional,pink,long sleeve,yellow,long,blankets,5,8,yes,12,2,15,3.035700163,101.4693783,2
14/12/2015,1:53:07,malay,male,thin,31,no,baby,small,black,formal,black ,short_sleeve,black ,short,clothes,3,9,yes,51,5,20,3.07863747,101.4658746,1
17/02/2016,5:26:22,chinese,female,moderate,42,no,toddler,big,red,formal,green,short_sleeve,orange,short,clothes,6,9,yes,14,2,19,3.043458038,101.4229655,3
25/01/2016,23:22:35,chinese,male,fat,29,yes,baby,big,pink,casual,green,long sleeve,blue,long,blankets,4,7,no,51,3,8,3.021289363,101.4307236,2
06/12/2015,16:00:12,foreigner ,male,fat,28,yes,baby,small,purple,formal,blue,short_sleeve,red,short,clothes,3,7,no,34,4,9,2.98907255,101.4836609,3
24/12/2015,18:00:26,foreigner ,male,thin,49,no,toddler ,small,purple,casual,purple,short_sleeve,brown,short,blankets,6,9,yes,59,4,15,3.079241417,101.517224,1
12/01/2016,2:15:41,indian,male,thin,60,no,no_kids,big,orange,formal,grey,short_sleeve,blue ,long,blankets,6,10,yes,51,5,20,3.011804311,101.484248,1
19/01/2016,4:51:34,malay,male,thin,59,yes,toddler,small,pink,formal,blue,long sleeve,blue ,long,clothes,6,8,yes,18,1,19,3.039392205,101.5255111,3
14/02/2016,17:31:24,chinese,female,fat,31,yes,no_kids,small,green,casual,black ,long sleeve,red,short,blankets,6,8,no,41,2,14,3.02389801,101.3857315,3
26/01/2016,10:53:20,chinese,female,fat,20,no,toddler ,small,white,traditional,purple,short_sleeve,red,short,clothes,3,7,yes,26,0,9,3.084290077,101.4992968,1
13/01/2016,13:28:24,indian,female,thin,49,yes,baby,big,black,formal,blue,short_sleeve,purple,short,blankets,5,9,yes,40,1,11,3.004481271,101.416038,1
25/12/2015,6:17:28,malay,male,thin,49,no,baby,big,purple,casual,orange,short_sleeve,blue,short,blankets,6,9,yes,15,5,12,3.028957489,101.4645485,1
20/02/2016,16:55:18,chinese,male,moderate,35,no,toddler,big,blue,formal,black ,short_sleeve,black ,long,clothes,6,9,no,15,5,8,3.021275519,101.4715884,3
22/12/2015,17:23:34,chinese,male,thin,47,no,no_kids,small,purple,traditional,orange,long sleeve,orange,long,blankets,6,9,no,41,3,14,3.084875498,101.4920709,3
19/12/2015,5:18:04,chinese,male,fat,21,yes,no_kids,small,black,casual,green,short_sleeve,yellow,short,blankets,6,7,yes,57,4,9,3.025713771,101.5333767,3
02/02/2016,7:31:04,foreigner ,male,moderate,58,yes,toddler,big,white,formal,yellow,long sleeve,blue,short,blankets,6,8,yes,55,4,18,3.062618372,101.4855767,1
28/02/2016,7:49:05,chinese,female,moderate,41,no,no_kids,small,blue,formal,white,long sleeve,blue  ,short,blankets,5,7,no,42,5,10,3.042343668,101.3949145,1
30/12/2015,4:46:25,foreigner ,male,moderate,45,yes,no_kids,big,grey,traditional,brown,long sleeve,black,short,clothes,4,9,no,12,3,14,3.050989255,101.4505466,2
07/01/2016,17:39:46,chinese,female,moderate,40,no,toddler ,small,white,traditional,brown,short_sleeve,green,long,clothes,6,7,yes,49,1,14,3.046168929,101.4014071,2
19/01/2016,4:22:20,malay,female,fat,23,yes,young,big,blue,traditional,black ,short_sleeve,orange,short,clothes,6,10,yes,24,0,13,3.072852124,101.4709227,3
10/01/2016,6:06:40,foreigner ,male,thin,29,yes,baby,small,blue,casual,white,short_sleeve,purple,short,clothes,6,8,no,23,2,21,3.077915344,101.4162366,3
12/12/2015,1:38:09,indian,male,fat,23,yes,toddler ,big,purple,formal,pink,long sleeve,orange,long,blankets,6,8,no,58,4,18,3.090038382,101.4827919,3
26/01/2016,10:02:04,chinese,female,moderate,55,no,toddler ,big,brown,casual,white,short_sleeve,grey,long,blankets,3,10,no,34,2,9,2.992469204,101.4353956,1
02/02/2016,9:51:16,foreigner ,male,thin,37,yes,young,small,grey,formal,black ,short_sleeve,blue_jeans,long,clothes,3,10,no,40,0,16,3.095084377,101.4890912,1
15/12/2015,16:15:29,foreigner ,female,thin,38,yes,toddler,small,yellow,traditional,pink,short_sleeve,blue  ,short,clothes,4,8,yes,59,4,12,3.031395274,101.543278,1
02/01/2016,17:57:21,foreigner ,female,thin,45,yes,young,small,black,formal,black,long sleeve,white,long,clothes,3,10,no,20,1,12,3.024781009,101.5130721,2
04/02/2016,5:55:08,indian,male,thin,37,yes,toddler,small,brown,casual,brown,short_sleeve,blue_jeans,long,blankets,4,10,no,16,3,8,3.000454343,101.5041139,2
04/02/2016,17:58:23,indian,female,thin,48,no,young,big,purple,traditional,red,long sleeve,blue,short,blankets,3,9,no,33,4,12,3.039506371,101.4552725,3
06/01/2016,17:19:29,chinese,male,moderate,25,no,no_kids,small,orange,formal,brown,long sleeve,brown,long,blankets,5,7,yes,48,2,17,3.010109919,101.5561392,1
26/12/2015,8:27:13,foreigner ,male,fat,50,no,baby,big,yellow,traditional,red,short_sleeve,green,short,blankets,6,10,yes,28,3,10,2.997892273,101.4156415,2
15/02/2016,16:39:28,malay,female,thin,34,yes,no_kids,small,white,traditional,orange,long sleeve,purple,short,blankets,3,9,no,41,5,12,3.026605537,101.4026715,1
11/02/2016,2:37:51,malay,male,thin,46,no,toddler,small,red,casual,pink,short_sleeve,red,long,blankets,4,7,yes,42,0,14,3.089726159,101.5423263,3
20/01/2016,22:13:07,chinese,female,moderate,27,no,toddler,small,orange,casual,orange,long sleeve,grey,long,clothes,4,8,no,17,3,8,3.033482169,101.4674181,1
13/12/2015,14:55:40,malay,male,moderate,23,no,baby,big,purple,formal,purple,short_sleeve,blue,short,clothes,5,8,no,12,0,14,2.990931094,101.5296006,2
25/12/2015,16:05:15,foreigner ,male,thin,22,yes,toddler ,small,white,traditional,black,long sleeve,red,long,blankets,3,7,yes,28,3,18,3.072208372,101.4496559,3
20/12/2015,7:05:54,chinese,female,fat,57,yes,no_kids,small,orange,traditional,yellow,long sleeve,orange,long,clothes,5,8,yes,25,5,19,3.037882574,101.49734,3
06/02/2016,20:45:05,chinese,female,fat,34,no,toddler,small,black,traditional,black,long sleeve,brown,short,clothes,3,10,no,42,2,11,3.036580568,101.4281325,2
11/12/2015,7:39:09,indian,female,fat,30,no,no_kids,big,pink,formal,black ,long sleeve,brown,short,blankets,6,7,no,30,3,18,3.017562962,101.4718828,1
08/12/2015,2:23:20,foreigner ,male,moderate,39,yes,toddler,big,orange,traditional,white,long sleeve,green,short,blankets,5,8,no,32,4,16,3.096424612,101.4669746,1
22/01/2016,11:03:55,chinese,female,thin,54,no,baby,big,blue,formal,orange,long sleeve,brown,long,blankets,3,9,yes,56,3,17,2.990219103,101.5474006,3
15/12/2015,8:44:05,chinese,female,thin,30,no,no_kids,big,yellow,traditional,red,short_sleeve,blue,long,blankets,3,9,no,20,0,20,3.018522981,101.3863101,2
11/02/2016,1:02:56,chinese,male,fat,60,no,baby,small,green,formal,pink,long sleeve,pink,short,blankets,3,7,no,56,5,15,2.992084544,101.4098426,3
16/01/2016,14:24:51,foreigner ,female,fat,59,no,no_kids,big,red,formal,purple,short_sleeve,green,short,clothes,4,9,no,19,4,9,3.055652906,101.4451212,1
05/01/2016,6:49:23,indian,male,fat,30,yes,toddler ,big,green,traditional,white,long sleeve,orange,short,blankets,4,9,no,41,3,7,3.087686929,101.5213389,1
20/02/2016,8:25:14,malay,female,fat,40,no,toddler ,small,orange,traditional,blue,short_sleeve,white,short,blankets,6,9,yes,35,0,21,3.020204869,101.555899,1
24/12/2015,7:17:49,malay,male,fat,20,no,young,small,red,casual,blue,short_sleeve,black ,short,clothes,5,9,yes,11,1,16,3.059312027,101.3822981,1
31/01/2016,6:21:55,chinese,female,thin,46,yes,toddler,small,red,casual,yellow,long sleeve,grey,short,clothes,3,8,no,14,1,10,3.036298767,101.542316,2
23/01/2016,2:17:40,foreigner ,female,moderate,50,no,no_kids,big,grey,traditional,blue,short_sleeve,green,short,clothes,6,7,yes,44,1,14,3.017390417,101.5452807,2
13/12/2015,4:42:25,foreigner ,female,thin,53,yes,toddler,small,red,formal,grey,long sleeve,blue_jeans,short,clothes,6,7,yes,34,2,12,3.053526694,101.4836627,2
15/01/2016,23:29:51,indian,male,thin,36,yes,no_kids,big,yellow,traditional,black ,short_sleeve,blue,long,blankets,3,8,yes,44,0,8,3.025294933,101.5506674,1
08/12/2015,7:04:26,malay,female,moderate,27,yes,toddler ,big,yellow,casual,black,short_sleeve,pink,long,blankets,4,7,no,32,0,10,3.032624974,101.492864,2
17/01/2016,0:17:29,indian,male,moderate,24,yes,no_kids,small,white,formal,pink,long sleeve,purple,long,clothes,3,7,yes,22,0,8,3.05598428,101.4944782,3
09/01/2016,18:09:49,indian,female,fat,53,no,toddler ,big,brown,traditional,purple,long sleeve,blue,short,clothes,6,9,no,56,0,8,3.018531113,101.534147,3
20/12/2015,4:09:43,chinese,male,thin,20,yes,young,small,purple,casual,red,short_sleeve,blue ,short,clothes,3,7,no,18,0,15,3.051064876,101.4487879,3
20/01/2016,20:02:21,indian,male,fat,54,yes,baby,big,white,formal,orange,short_sleeve,brown,long,clothes,5,8,yes,55,3,12,3.020367506,101.3995468,1
04/02/2016,20:27:19,indian,female,fat,58,yes,no_kids,big,orange,formal,blue,long sleeve,white,long,clothes,4,10,yes,11,3,7,3.052947357,101.5194274,2
13/01/2016,22:11:50,chinese,female,moderate,42,no,no_kids,big,yellow,formal,red,long sleeve,purple,long,clothes,5,8,no,58,4,13,3.031702864,101.5432725,3
21/02/2016,22:46:16,indian,male,fat,51,yes,no_kids,small,purple,casual,red,short_sleeve,yellow,long,clothes,6,9,yes,43,2,21,2.998109077,101.4666096,2
17/02/2016,20:54:06,indian,male,moderate,20,no,young,big,blue,formal,purple,short_sleeve,green,long,blankets,3,7,yes,41,2,19,3.056588481,101.4812541,3
28/02/2016,15:19:37,chinese,male,fat,35,yes,toddler ,small,blue,traditional,red,long sleeve,blue,long,blankets,3,9,yes,55,4,19,3.084541072,101.5017615,3
26/01/2016,7:17:20,foreigner ,male,thin,26,yes,toddler,big,brown,casual,brown,short_sleeve,blue,long,blankets,3,8,yes,11,1,13,3.077248127,101.4978354,3
11/02/2016,15:06:42,malay,male,thin,59,yes,young,small,black,formal,orange,short_sleeve,black ,long,blankets,5,9,no,23,2,18,3.022853025,101.4280238,1
20/01/2016,6:44:12,indian,female,thin,38,yes,young,big,black,casual,grey,short_sleeve,grey,short,clothes,5,7,no,27,0,15,3.023499928,101.4523242,1
04/01/2016,12:47:24,foreigner ,female,fat,18,no,no_kids,small,yellow,formal,red,short_sleeve,green,short,clothes,6,8,yes,37,0,19,3.077448871,101.5065828,3
29/02/2016,10:36:29,indian,male,fat,59,yes,toddler ,small,black,casual,purple,long sleeve,blue_jeans,long,clothes,3,9,yes,29,5,13,3.077452818,101.5449706,2
12/12/2015,1:42:33,malay,male,fat,18,yes,toddler,big,red,formal,white,short_sleeve,pink,long,clothes,4,10,yes,24,4,16,3.07609006,101.5516269,2
12/12/2015,23:40:13,foreigner ,male,fat,48,no,toddler ,big,purple,casual,green,short_sleeve,blue,long,blankets,3,9,no,60,1,12,3.091370828,101.4366938,1
06/01/2016,20:21:35,indian,male,moderate,59,no,baby,big,grey,casual,white,short_sleeve,orange,short,clothes,6,9,no,34,2,8,3.028290795,101.482258,3
19/01/2016,16:23:00,malay,female,thin,57,yes,no_kids,big,brown,casual,red,short_sleeve,red,short,clothes,6,8,no,46,3,17,3.062032678,101.4624548,1
15/02/2016,3:37:29,foreigner ,male,thin,25,no,toddler ,big,grey,casual,green,long sleeve,green,short,clothes,3,7,yes,57,2,15,3.073032178,101.4924376,2
20/02/2016,5:10:04,chinese,male,thin,24,no,toddler,small,purple,casual,purple,long sleeve,white,long,clothes,5,8,yes,13,3,17,3.051321328,101.4052297,3
13/02/2016,12:27:33,chinese,female,thin,27,yes,toddler ,small,green,casual,blue,long sleeve,black,long,blankets,5,10,no,42,0,10,3.003288351,101.4353184,2
18/01/2016,13:54:41,indian,male,moderate,33,yes,baby,small,green,formal,purple,long sleeve,green,long,clothes,4,9,yes,55,0,14,3.092797889,101.3928308,2
13/02/2016,3:14:47,indian,female,fat,44,yes,toddler ,small,white,casual,brown,short_sleeve,orange,short,blankets,3,8,yes,22,0,18,3.092546299,101.4646773,3
12/12/2015,1:38:47,malay,male,thin,42,yes,no_kids,big,pink,casual,blue,long sleeve,grey,long,clothes,3,8,yes,25,1,17,3.0332297,101.5309459,3
04/01/2016,17:40:44,malay,male,thin,21,yes,no_kids,big,black,formal,red,long sleeve,brown,long,clothes,6,7,no,18,5,12,3.077977071,101.4031847,2
13/02/2016,11:14:26,chinese,female,moderate,37,no,toddler,big,blue,casual,red,long sleeve,blue ,short,clothes,6,8,yes,31,5,10,3.07574468,101.4706982,1
15/02/2016,0:00:58,chinese,male,fat,56,no,toddler ,small,pink,formal,red,short_sleeve,purple,long,clothes,5,8,no,53,0,16,3.020463982,101.3985959,3
09/01/2016,15:49:36,foreigner ,male,moderate,37,no,young,small,grey,casual,red,long sleeve,blue,long,clothes,3,10,no,24,4,19,3.050909222,101.5190195,3
11/12/2015,10:46:27,malay,male,thin,60,no,young,small,purple,casual,black ,short_sleeve,blue ,long,clothes,6,8,no,39,0,21,3.084108912,101.553301,1
03/12/2015,13:34:45,chinese,male,thin,43,yes,baby,big,blue,formal,green,long sleeve,blue ,long,clothes,3,7,yes,36,5,7,2.99784353,101.4502822,2
14/02/2016,22:12:43,foreigner ,male,fat,27,yes,no_kids,small,yellow,casual,white,long sleeve,blue  ,long,clothes,6,8,no,20,1,9,2.989413459,101.4931073,2
16/01/2016,18:18:03,foreigner ,male,moderate,45,yes,young,big,brown,traditional,orange,short_sleeve,black ,long,clothes,5,7,no,60,2,14,3.084334631,101.5023403,1
21/01/2016,22:54:34,indian,male,fat,50,yes,baby,big,pink,formal,blue,long sleeve,white,long,blankets,3,9,yes,30,3,14,3.027883737,101.5153622,1
11/01/2016,1:22:20,indian,male,moderate,37,no,young,small,black,casual,brown,long sleeve,purple,short,clothes,6,8,yes,16,5,10,3.096660153,101.3793739,1
01/03/2016,13:18:18,malay,male,moderate,24,yes,toddler ,small,red,formal,black ,short_sleeve,grey,long,blankets,3,8,no,59,5,13,3.077590104,101.4376454,1
04/12/2015,17:14:59,foreigner ,female,thin,34,yes,toddler ,big,green,casual,brown,short_sleeve,purple,long,blankets,4,9,no,28,5,13,3.068427213,101.421654,2
17/12/2015,15:36:28,foreigner ,male,fat,30,no,no_kids,big,pink,casual,grey,short_sleeve,red,short,blankets,4,9,no,59,4,8,3.006739706,101.5242645,2
02/02/2016,16:27:21,foreigner ,male,thin,53,yes,no_kids,big,white,casual,yellow,short_sleeve,red,long,blankets,3,9,no,35,2,19,3.070726349,101.5245553,2
03/02/2016,12:57:46,malay,male,moderate,33,yes,no_kids,big,brown,casual,grey,short_sleeve,blue,short,clothes,5,8,no,29,3,15,3.069589544,101.3963527,3
14/12/2015,19:45:54,foreigner ,male,thin,55,no,toddler ,big,green,formal,brown,long sleeve,blue  ,short,clothes,4,8,yes,54,3,14,3.083792569,101.4468473,2
08/01/2016,11:35:10,foreigner ,female,moderate,22,no,no_kids,big,orange,casual,green,long sleeve,grey,long,clothes,3,9,yes,50,5,8,3.008758535,101.480889,3
05/12/2015,1:13:48,malay,male,fat,47,yes,young,small,yellow,formal,grey,long sleeve,black,short,clothes,6,9,no,16,4,7,3.023036452,101.5063917,1
04/12/2015,8:47:34,foreigner ,male,moderate,50,no,toddler ,small,pink,formal,grey,long sleeve,blue_jeans,short,clothes,6,8,no,57,1,16,3.062493419,101.5315244,1
20/12/2015,18:48:00,malay,female,fat,45,yes,baby,small,grey,casual,orange,short_sleeve,white,long,blankets,3,9,yes,34,4,13,3.096314589,101.5224662,3
20/02/2016,4:47:38,chinese,male,moderate,18,yes,toddler,small,black,casual,blue,long sleeve,pink,short,clothes,6,7,no,39,3,15,2.999920777,101.5158494,1
17/12/2015,17:58:30,foreigner ,male,moderate,32,no,baby,small,black,traditional,grey,long sleeve,green,long,blankets,4,10,no,34,0,17,3.048043666,101.480103,3
10/02/2016,23:17:32,malay,male,fat,56,no,toddler ,big,orange,formal,pink,short_sleeve,black ,long,clothes,5,10,no,53,3,8,3.022061312,101.4079785,3
25/12/2015,1:25:44,indian,male,moderate,35,no,toddler ,small,orange,casual,black ,long sleeve,red,long,clothes,3,10,yes,19,3,12,3.003484928,101.3894955,1
12/12/2015,17:55:16,foreigner ,male,thin,36,yes,toddler,big,brown,formal,black,short_sleeve,green,short,clothes,4,10,yes,31,5,14,3.075021217,101.5124991,1
23/12/2015,6:08:46,malay,female,moderate,58,no,baby,small,orange,formal,white,short_sleeve,black,long,blankets,5,8,no,46,3,12,3.080834058,101.5053654,1
30/01/2016,3:33:13,foreigner ,female,thin,43,no,toddler,big,grey,formal,orange,short_sleeve,white,short,blankets,4,7,no,58,3,13,3.002889156,101.5110673,2
01/03/2016,20:47:18,indian,female,moderate,60,no,baby,small,brown,casual,blue,long sleeve,grey,short,clothes,4,9,yes,46,0,7,3.047020046,101.3986486,1
03/12/2015,4:47:04,malay,female,fat,53,yes,toddler ,big,blue,traditional,purple,short_sleeve,blue ,short,blankets,5,8,yes,52,3,8,3.086309181,101.5408811,3
09/12/2015,14:43:23,malay,male,moderate,39,no,toddler,big,black,formal,red,long sleeve,red,long,blankets,4,8,no,14,1,18,3.054941025,101.4543786,2
11/02/2016,22:20:06,chinese,male,moderate,24,no,toddler ,small,yellow,casual,pink,short_sleeve,red,long,clothes,5,9,no,56,3,9,3.01082437,101.3966642,2
28/02/2016,1:43:30,foreigner ,male,fat,33,yes,no_kids,small,blue,casual,white,long sleeve,blue_jeans,long,clothes,5,9,yes,34,5,8,3.075094719,101.552429,3
08/01/2016,16:03:56,chinese,female,fat,51,no,no_kids,small,purple,casual,brown,short_sleeve,pink,short,clothes,5,8,no,36,4,13,2.985494865,101.4650813,2
22/01/2016,14:43:34,malay,female,moderate,55,yes,toddler ,small,orange,formal,green,short_sleeve,black,long,blankets,3,9,no,60,4,13,2.995902921,101.4541811,3
27/02/2016,22:17:22,foreigner ,female,thin,42,no,baby,big,brown,formal,white,long sleeve,yellow,long,clothes,5,8,yes,46,0,18,3.049595142,101.4560739,2
02/02/2016,5:05:13,indian,male,fat,41,yes,toddler ,big,blue,traditional,green,long sleeve,brown,short,clothes,5,9,no,52,2,17,2.985854963,101.5562089,1
22/12/2015,12:19:47,indian,male,fat,40,no,baby,small,blue,formal,orange,long sleeve,blue ,long,blankets,4,10,yes,17,4,10,3.088649071,101.5175932,3
05/12/2015,3:33:06,foreigner ,male,fat,48,yes,young,big,blue,casual,grey,short_sleeve,orange,short,blankets,5,8,no,23,4,15,3.029238187,101.5027394,2
01/01/2016,13:22:04,foreigner ,male,moderate,21,yes,no_kids,big,black,traditional,green,long sleeve,black,short,blankets,3,9,yes,36,2,7,3.064207418,101.4401514,1
14/02/2016,14:15:11,foreigner ,female,fat,55,no,no_kids,big,red,formal,blue,short_sleeve,white,short,clothes,6,7,no,17,0,15,2.988396363,101.4907006,1
07/01/2016,18:50:07,indian,male,moderate,60,yes,young,small,orange,casual,purple,long sleeve,pink,long,clothes,3,7,no,37,4,17,3.091169705,101.5131871,2
08/12/2015,6:38:47,indian,male,moderate,32,no,young,big,yellow,formal,yellow,long sleeve,blue ,short,clothes,4,7,yes,44,1,7,3.00970016,101.4787821,1
23/12/2015,13:22:10,indian,male,fat,46,no,toddler ,small,blue,traditional,black ,short_sleeve,yellow,short,blankets,4,7,no,53,3,7,3.028054076,101.4771136,1
12/01/2016,1:40:25,chinese,male,moderate,48,yes,toddler ,small,pink,casual,green,short_sleeve,blue_jeans,long,blankets,5,10,yes,24,3,10,3.065824272,101.4663996,1
29/01/2016,13:21:13,foreigner ,female,fat,31,no,no_kids,big,black,formal,orange,long sleeve,yellow,short,blankets,6,9,no,45,0,7,3.087123079,101.5032098,1
24/01/2016,16:04:40,foreigner ,male,fat,36,yes,baby,small,grey,casual,blue,short_sleeve,black,long,clothes,3,7,yes,43,3,19,3.023766648,101.4889119,3
12/02/2016,2:18:49,indian,male,thin,55,yes,toddler,small,purple,casual,grey,long sleeve,green,short,clothes,5,8,yes,52,0,8,3.035426308,101.5211162,1
21/01/2016,5:12:18,chinese,male,fat,46,no,toddler ,big,grey,traditional,orange,long sleeve,brown,short,clothes,6,8,no,44,0,15,2.984749173,101.4841146,3
21/02/2016,9:29:18,malay,female,fat,47,yes,toddler,big,purple,traditional,grey,long sleeve,blue_jeans,long,clothes,3,9,no,40,2,12,2.986564097,101.5546837,2
24/12/2015,3:30:16,chinese,female,thin,21,no,toddler ,big,white,casual,brown,short_sleeve,blue,short,clothes,5,8,yes,27,4,10,3.041327061,101.4291377,2
22/02/2016,4:51:31,malay,male,fat,59,no,toddler,small,white,casual,white,long sleeve,brown,long,blankets,3,7,no,11,2,18,2.996430561,101.4404095,1
26/12/2015,22:39:23,indian,female,moderate,43,yes,toddler ,big,purple,formal,grey,short_sleeve,black ,long,blankets,4,10,yes,55,0,16,3.055644174,101.5535285,3
27/01/2016,17:09:09,chinese,male,fat,42,yes,toddler ,big,brown,formal,green,long sleeve,yellow,long,clothes,6,10,yes,49,3,21,2.994586521,101.4168503,1
08/02/2016,21:23:44,malay,female,moderate,18,yes,young,big,blue,formal,green,short_sleeve,black ,short,clothes,5,10,no,17,5,10,3.015238889,101.5164518,3
28/02/2016,21:12:59,indian,male,fat,52,yes,young,big,pink,traditional,white,short_sleeve,blue ,long,clothes,3,9,yes,35,4,7,2.992841165,101.5394618,3
15/01/2016,17:55:58,malay,male,thin,27,no,baby,small,brown,traditional,brown,short_sleeve,pink,short,blankets,4,7,no,18,2,15,3.008681883,101.5078537,3
27/02/2016,17:10:49,indian,male,fat,54,yes,toddler,small,green,traditional,orange,long sleeve,orange,long,blankets,4,9,no,48,1,17,3.069952898,101.5392263,3
21/01/2016,13:26:29,malay,male,fat,39,yes,young,big,grey,formal,black,short_sleeve,grey,short,clothes,6,8,no,59,3,17,3.007386682,101.5087928,2
29/01/2016,3:46:20,malay,female,thin,48,yes,toddler,small,yellow,casual,blue,long sleeve,blue  ,long,clothes,3,8,yes,47,0,15,3.023852308,101.4487595,3
14/01/2016,21:55:46,chinese,male,moderate,26,yes,no_kids,small,yellow,casual,black ,long sleeve,yellow,short,blankets,3,9,no,47,4,21,3.041415253,101.402681,1
27/12/2015,5:02:51,chinese,female,moderate,32,yes,baby,small,white,traditional,pink,long sleeve,pink,short,clothes,6,10,no,54,3,19,3.024491369,101.5477221,2
13/01/2016,13:36:07,chinese,male,thin,32,yes,baby,small,red,traditional,brown,short_sleeve,purple,long,blankets,5,10,yes,41,0,9,3.004342143,101.4356547,1
02/01/2016,3:00:08,indian,male,thin,48,no,toddler,small,red,traditional,orange,long sleeve,blue,short,blankets,5,7,yes,12,4,7,3.075239403,101.4239726,3
31/12/2015,11:16:05,malay,male,moderate,52,no,no_kids,small,black,formal,orange,short_sleeve,blue ,short,clothes,4,9,no,11,4,12,3.002550245,101.4133158,1
15/12/2015,12:56:52,chinese,male,thin,44,yes,no_kids,small,yellow,traditional,black ,short_sleeve,pink,long,blankets,6,7,yes,12,4,17,3.095422827,101.4532435,1
10/02/2016,0:31:25,malay,female,fat,42,no,baby,small,purple,casual,black ,short_sleeve,blue ,long,clothes,5,8,no,48,2,10,3.028704907,101.5148414,1
31/01/2016,0:32:30,indian,male,thin,49,yes,young,small,orange,formal,black ,long sleeve,black,long,blankets,5,9,no,50,1,9,2.991004529,101.4095564,3
02/12/2015,15:32:19,malay,female,thin,30,yes,no_kids,big,pink,formal,blue,short_sleeve,red,long,clothes,4,7,yes,21,2,11,3.065351428,101.4364589,3
17/01/2016,15:22:24,chinese,female,thin,22,yes,no_kids,big,brown,traditional,pink,long sleeve,yellow,short,blankets,6,9,no,22,0,10,3.063292132,101.3832697,3
13/01/2016,13:49:39,foreigner ,male,fat,43,yes,no_kids,big,black,traditional,orange,long sleeve,blue ,short,blankets,4,7,yes,12,5,12,3.050697869,101.4767095,2
29/02/2016,1:26:15,malay,male,thin,39,yes,baby,small,purple,formal,orange,long sleeve,white,long,blankets,4,8,yes,29,2,21,3.000294966,101.400452,3
16/12/2015,1:06:54,chinese,female,fat,59,no,no_kids,small,orange,casual,yellow,short_sleeve,blue ,short,blankets,5,8,yes,30,4,17,3.088914936,101.4696792,1
07/02/2016,4:16:53,foreigner ,female,fat,48,no,baby,big,white,traditional,grey,short_sleeve,red,short,blankets,6,9,no,15,5,11,2.989551946,101.4057965,3
13/02/2016,11:43:10,foreigner ,male,fat,54,no,no_kids,big,purple,casual,black,short_sleeve,grey,long,blankets,3,8,no,28,1,10,3.059996961,101.4646159,1
24/02/2016,12:56:39,indian,male,fat,51,no,young,small,white,traditional,red,long sleeve,orange,short,clothes,4,9,yes,23,2,12,3.051524127,101.4613023,3
09/01/2016,11:27:46,malay,male,fat,18,yes,toddler,big,orange,casual,black,long sleeve,blue,short,blankets,6,10,no,20,2,16,3.088616342,101.5270693,3
25/02/2016,13:07:13,malay,female,fat,22,no,no_kids,small,green,casual,white,long sleeve,black ,long,blankets,3,10,no,49,5,19,3.094796963,101.5474969,1
01/12/2015,19:10:41,indian,male,thin,31,yes,toddler,small,blue,traditional,pink,short_sleeve,green,long,clothes,5,9,no,44,1,15,3.066349047,101.388587,2
20/02/2016,15:05:27,chinese,female,moderate,33,no,toddler ,small,white,formal,yellow,long sleeve,grey,long,clothes,3,8,yes,53,3,19,3.096941732,101.4639984,3
28/01/2016,11:13:13,chinese,male,moderate,44,no,no_kids,small,grey,traditional,white,long sleeve,brown,short,clothes,5,8,yes,53,1,10,2.990807372,101.5568502,1
13/12/2015,7:33:50,chinese,male,moderate,50,no,toddler ,big,black,casual,yellow,short_sleeve,blue_jeans,short,clothes,4,8,yes,26,1,10,3.048437063,101.461433,1
01/03/2016,21:50:37,indian,female,moderate,55,yes,no_kids,small,red,formal,white,long sleeve,blue_jeans,short,blankets,3,8,yes,53,3,9,2.986145267,101.4559485,1
